# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","UID-142","ENST00000455477.5"
"case","4.283895e-01","2.815313e+02"
"control","    1.070963","8.605825e-01"
"case","2.069715e+01","3.772626e+00"
"control","2.122093e+00","3.649130e+00"
"case","8.794895e+00","0.000000e+00"
"control","0.000000e+00","2.446412e+00"
"case","4.326106e+01","4.766947e+02"
"control","7.581303e+00","0.000000e+00"
"case","7.542741e-01","5.979601e+00"
"case","9.104646e+00","1.876485e+00"
"case","    8.529401","9.608772e-01"
"control","    0.000000","3.082832e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","6.079305e+00"
"case","   10.258884","7.424619e+00"
"control","    9.910450","3.689417e+00"
"case","3.635293e+00","5.774698e+00"
"case","1.665088e+01","1.724836e+01"
"control","    2.19416","6.604151e+00"
"case","    7.345359","4.106597e+00"
"control","    3.135288","4.616627e+00"
"case","    7.922413","1.370108e+01"
"case","5.538186e+00","5.159263e+00"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","4.542491e+00"
"case","    1.317490","2.590905e+00"
"control","    2.687381","1.001538e+01"
"case","    6.717306","6.911278e+00"
"case","1.257031e+01","1.507994e+01"
"case","    0.000000","      5.6160"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","9.400966e+00"
"control","    0.000000","4.027741e+00"
"control","    1.024218","1.189061e+01"
"control","    3.854194","2.881798e+00"
"case","    0.000000","1.059577e+01"
"control","    8.163448","8.163761e+00"
"control","    4.710860","8.393712e+00"
"control","9.905626e-01","5.963292e+00"
"case","    7.642918","2.559782e+00"
"control","    5.246095","9.492379e-01"
"case","    8.284268","9.397624e-01"
"case","    3.707606","1.586699e+01"
"case","    4.971615","6.089043e+00"
"control","8.378125e-01","4.509880e+01"
"case","7.697282e-01","1.767232e+02"
"case","   18.365336","1.122757e+01"
"control","1.505807e+00","5.273528e+00"
"case","    1.083699","6.559478e+00"
"case","5.837765e+00","8.330945e+00"
"control","    6.591236","1.005592e+01"
"case","    2.111611","8.172864e+00"
"control","    0.000000","0.000000e+00"
"case","    1.262759","9.372102e+00"
"case","    5.531291","6.786032e+00"
"case","    9.721465","9.759633e+00"
"case","3.923682e+00","2.976921e+00"
"case","    1.447026","1.250287e+01"
