# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","3184","ENST00000288599.9"
"case","1.713558e+01","1.694042e+03"
"control","    3.212888","2.197928e+03"
"case","1.121096e+01","2.682337e+03"
"control","2.122093e+00","1.839161e+03"
"case","1.599072e+00","3.061491e+03"
"control","0.000000e+00","2.017679e+03"
"case","2.856862e+00","1.842745e+03"
"control","0.000000e+00","1.785584e+03"
"case","7.542741e-01","1.759332e+03"
"case","1.300664e+00","1.922772e+03"
"case","    0.000000","9.848991e+02"
"control","    0.000000","1.673978e+03"
"case","   94.368152","3.266022e+03"
"control","    0.000000","1.978814e+03"
"case","    3.847082","1.297452e+03"
"control","    1.415779","1.293141e+03"
"case","1.817646e+00","1.619803e+03"
"case","1.110059e+01","1.955814e+03"
"control","    0.00000","1.364583e+03"
"case","    2.098674","1.085784e+03"
"control","    0.000000","1.698919e+03"
"case","    0.000000","1.721769e+03"
"case","1.846062e+00","1.518298e+03"
"control","0.000000e+00","1.204328e+03"
"control","4.744685e+00","2.053206e+03"
"case","    0.000000","8.834984e+02"
"control","    2.687381","1.525343e+03"
"case","    6.717306","1.398382e+03"
"case","0.000000e+00","1.585548e+03"
"case","    3.359339","   1117.5840"
"case","1.394901e+01","3.403965e+03"
"case","9.500108e-01","1.814386e+03"
"control","    0.000000","1.130184e+03"
"control","    0.000000","1.686637e+03"
"control","    0.000000","1.815533e+03"
"case","    2.349239","1.645877e+03"
"control","    4.081724","1.640916e+03"
"control","    0.000000","1.408045e+03"
"control","6.636769e+01","1.962917e+03"
"case","    2.183691","1.620342e+03"
"control","    2.623048","9.406948e+02"
"case","    1.380711","1.310969e+03"
"case","    0.000000","1.758591e+03"
"case","    0.000000","1.628819e+03"
"control","0.000000e+00","1.934167e+03"
"case","1.955110e+02","7.687461e+03"
"case","    0.000000","1.616022e+03"
"control","0.000000e+00","1.294358e+03"
"case","    0.000000","1.982602e+03"
"case","8.339664e-01","2.166046e+03"
"control","    0.000000","1.543584e+03"
"case","    8.446444","1.376674e+03"
"control","    1.020009","6.728586e+03"
"case","    0.000000","1.635432e+03"
"case","    0.000000","1.319205e+03"
"case","    0.000000","1.831808e+03"
"case","9.809206e-01","1.909695e+03"
"case","    2.170539","1.913440e+03"
