# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","K-42","ENST00000413409.6"
"case","1.195207e+02","8.659514e+03"
"control","    7.496739","4.430279e+03"
"case","5.174287e+00","4.576196e+03"
"control","4.951549e+00","3.322168e+03"
"case","4.797215e+00","4.345807e+03"
"control","0.000000e+00","3.314889e+03"
"case","8.162464e-01","4.482353e+03"
"control","6.823173e+00","3.186937e+03"
"case","7.542741e-01","2.862236e+03"
"case","6.503319e-01","3.164380e+03"
"case","    0.000000","1.981329e+03"
"control","    1.347212","2.545392e+03"
"case","    0.000000","1.634823e+04"
"control","    0.000000","2.481876e+03"
"case","    3.847082","2.418570e+03"
"control","    0.000000","2.363994e+03"
"case","0.000000e+00","2.686678e+03"
"case","0.000000e+00","2.570006e+03"
"control","    1.09708","2.659822e+03"
"case","    0.000000","2.380183e+03"
"control","    9.405865","2.479898e+03"
"case","    0.000000","2.551142e+03"
"case","9.230309e-01","2.233961e+03"
"control","2.645818e+01","1.601360e+03"
"control","1.897874e+00","2.894324e+03"
"case","    6.587451","1.469907e+03"
"control","    4.031072","2.469793e+03"
"case","    0.000000","2.333708e+03"
"case","9.669471e-01","2.603804e+03"
"case","    0.000000","   1471.3920"
"case","3.182118e+02","1.690476e+04"
"case","1.900022e+00","3.035789e+03"
"control","    1.181335","1.582097e+03"
"control","    0.000000","2.154030e+03"
"control","    0.000000","1.523030e+03"
"case","    0.000000","2.671018e+03"
"control","    0.000000","2.411031e+03"
"control","    3.140573","1.427631e+03"
"control","9.905626e-01","3.727057e+03"
"case","    0.000000","2.269673e+03"
"control","    0.000000","1.681100e+03"
"case","    1.380711","1.702850e+03"
"case","    0.000000","2.561637e+03"
"case","    0.000000","2.428767e+03"
"control","3.351250e+00","3.597741e+03"
"case","7.697282e-01","1.379914e+04"
"case","    9.722825","2.297161e+03"
"control","2.258711e+00","2.377189e+03"
"case","    1.083699","2.846814e+03"
"case","0.000000e+00","3.011316e+03"
"control","    6.591236","2.380739e+03"
"case","    0.000000","2.304748e+03"
"control","   31.620288","6.893568e+03"
"case","    0.000000","2.378639e+03"
"case","    1.106258","1.931983e+03"
"case","    1.080163","3.426382e+03"
"case","9.809206e-01","2.514754e+03"
"case","    0.000000","3.082209e+03"
