# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","UID-142","ENST00000425491.6"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","3.442330e+01"
"case","2.069715e+01","3.923531e+01"
"control","2.122093e+00","9.195807e+01"
"case","8.794895e+00","4.856655e+01"
"control","0.000000e+00","6.482993e+01"
"case","4.326106e+01","1.636415e+02"
"control","7.581303e+00","8.609871e+01"
"case","7.542741e-01","8.836522e+01"
"case","9.104646e+00","7.318293e+01"
"case","    8.529401","6.341789e+01"
"control","    0.000000","5.754620e+01"
"case","    0.000000","2.264925e+01"
"control","    0.000000","5.927322e+01"
"case","   10.258884","5.939696e+01"
"control","    9.910450","6.548715e+01"
"case","3.635293e+00","7.940210e+01"
"case","1.665088e+01","6.074423e+01"
"control","    2.19416","5.283321e+01"
"case","    7.345359","7.309742e+01"
"control","    3.135288","4.462740e+01"
"case","    7.922413","6.119817e+01"
"case","5.538186e+00","5.970005e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","5.223864e+01"
"case","    1.317490","6.649988e+01"
"control","    2.687381","7.311230e+01"
"case","    6.717306","4.031579e+01"
"case","1.257031e+01","5.313885e+01"
"case","    0.000000","     68.5152"
"case","1.743626e+00","6.392423e+00"
"case","8.550097e+00","5.279004e+01"
"control","    0.000000","4.672180e+01"
"control","    1.024218","4.024514e+01"
"control","    3.854194","2.881798e+00"
"case","    0.000000","3.531924e+01"
"control","    8.163448","6.168175e+01"
"control","    4.710860","5.735703e+01"
"control","9.905626e-01","1.023698e+02"
"case","    7.642918","4.522281e+01"
"control","    5.246095","6.170046e+01"
"case","    8.284268","7.236171e+01"
"case","    3.707606","2.203748e+01"
"case","    4.971615","4.642895e+01"
"control","8.378125e-01","5.335632e+01"
"case","7.697282e-01","4.418081e+01"
"case","   18.365336","3.742524e+01"
"control","1.505807e+00","6.211044e+01"
"case","    1.083699","4.427648e+01"
"case","5.837765e+00","4.678146e+01"
"control","    6.591236","4.860361e+01"
"case","    2.111611","4.722099e+01"
"control","    0.000000","4.458970e+00"
"case","    1.262759","4.498609e+01"
"case","    5.531291","6.175289e+01"
"case","    9.721465","4.654594e+01"
"case","3.923682e+00","5.135188e+01"
"case","    1.447026","4.801104e+01"
