# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:18
# SEK
#----------------------------

"status","K-42","ENST00000617207.4"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.032699e+01"
"case","5.174287e+00","1.056335e+01"
"control","4.951549e+00","8.028086e+00"
"case","4.797215e+00","3.597522e+00"
"control","0.000000e+00","1.284366e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","3.855166e+00"
"case","7.542741e-01","1.594560e+01"
"case","6.503319e-01","1.376089e+01"
"case","    0.000000","4.420035e+01"
"control","    1.347212","6.473947e+01"
"case","    0.000000","4.529850e+00"
"control","    0.000000","6.155296e+01"
"case","    3.847082","5.661272e+01"
"control","    0.000000","5.072948e+01"
"case","0.000000e+00","5.125045e+01"
"case","0.000000e+00","6.224409e+01"
"control","    1.09708","3.384627e+01"
"case","    0.000000","3.285277e+01"
"control","    9.405865","3.539414e+01"
"case","    0.000000","3.927644e+01"
"case","9.230309e-01","3.537781e+01"
"control","2.645818e+01","2.646875e+01"
"control","1.897874e+00","4.391074e+01"
"case","    6.587451","4.145447e+01"
"control","    4.031072","4.406768e+01"
"case","    0.000000","7.372029e+01"
"case","9.669471e-01","3.662272e+01"
"case","    0.000000","     37.0656"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","3.615756e+01"
"control","    1.181335","6.202721e+01"
"control","    0.000000","1.957377e+02"
"control","    0.000000","6.339955e+01"
"case","    0.000000","4.150011e+01"
"control","    0.000000","3.809755e+01"
"control","    3.140573","4.476646e+01"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","5.290216e+01"
"control","    0.000000","4.271571e+01"
"case","    1.380711","3.759050e+01"
"case","    0.000000","8.638692e+01"
"case","    0.000000","4.642895e+01"
"control","3.351250e+00","5.335632e+01"
"case","7.697282e-01","1.472694e+01"
"case","    9.722825","5.164683e+01"
"control","2.258711e+00","3.457090e+01"
"case","    1.083699","4.837615e+01"
"case","0.000000e+00","4.806314e+01"
"control","    6.591236","4.525164e+01"
"case","    0.000000","4.994528e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","5.810703e+01"
"case","    1.106258","3.053714e+01"
"case","    1.080163","4.429372e+01"
"case","9.809206e-01","4.837496e+01"
"case","    0.000000","4.200966e+01"
