# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","K-42","ENST00000645247.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.461266e+02"
"case","5.174287e+00","1.365691e+02"
"control","4.951549e+00","1.539933e+02"
"case","4.797215e+00","8.903867e+01"
"control","0.000000e+00","1.125350e+02"
"case","8.162464e-01","5.691877e+01"
"control","6.823173e+00","1.799078e+02"
"case","7.542741e-01","4.810257e+02"
"case","6.503319e-01","5.573162e+02"
"case","    0.000000","3.382288e+02"
"control","    1.347212","4.233756e+02"
"case","    0.000000","3.170895e+01"
"control","    0.000000","4.126328e+02"
"case","    3.847082","4.334122e+02"
"control","    0.000000","3.735535e+02"
"case","0.000000e+00","3.717462e+02"
"case","0.000000e+00","3.974623e+02"
"control","    1.09708","4.185380e+02"
"case","    0.000000","3.490607e+02"
"control","    9.405865","3.708691e+02"
"case","    0.000000","4.366078e+02"
"case","9.230309e-01","3.884188e+02"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","4.898319e+02"
"case","    6.587451","3.489085e+02"
"control","    4.031072","4.446830e+02"
"case","    0.000000","6.980390e+02"
"case","9.669471e-01","4.811220e+02"
"case","    0.000000","    339.2064"
"case","3.182118e+02","9.588635e+00"
"case","1.900022e+00","5.307930e+02"
"control","    1.181335","4.704402e+02"
"control","    0.000000","1.573219e+02"
"control","    0.000000","1.628216e+02"
"case","    0.000000","4.026394e+02"
"control","    0.000000","4.063739e+02"
"control","    3.140573","2.224334e+02"
"control","9.905626e-01","3.786690e+02"
"case","    0.000000","4.027390e+02"
"control","    0.000000","2.581927e+02"
"case","    1.380711","2.809890e+02"
"case","    0.000000","3.702297e+02"
"case","    0.000000","5.076740e+02"
"control","3.351250e+00","6.561557e+02"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","4.558394e+02"
"control","2.258711e+00","4.412185e+02"
"case","    1.083699","4.640831e+02"
"case","0.000000e+00","5.408706e+02"
"control","    6.591236","4.416225e+02"
"case","    0.000000","4.095513e+02"
"control","   31.620288","3.121279e+01"
"case","    0.000000","3.420817e+02"
"case","    1.106258","3.162291e+02"
"case","    1.080163","5.555483e+02"
"case","9.809206e-01","3.661613e+02"
"case","    0.000000","5.141182e+02"
