# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","K-42","ENST00000468133.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.574866e+02"
"case","5.174287e+00","1.260057e+02"
"control","4.951549e+00","5.181764e+01"
"case","4.797215e+00","7.464858e+01"
"control","0.000000e+00","2.507573e+01"
"case","8.162464e-01","3.557423e+01"
"control","6.823173e+00","4.690452e+01"
"case","7.542741e-01","1.229140e+02"
"case","6.503319e-01","9.382427e+01"
"case","    0.000000","9.032245e+01"
"control","    1.347212","1.561968e+02"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.287338e+02"
"case","    3.847082","1.030166e+02"
"control","    0.000000","1.401978e+02"
"case","0.000000e+00","1.486985e+02"
"case","0.000000e+00","1.499858e+02"
"control","    1.09708","9.988778e+01"
"case","    0.000000","8.870249e+01"
"control","    9.405865","1.208018e+02"
"case","    0.000000","1.315304e+02"
"case","9.230309e-01","1.061334e+02"
"control","2.645818e+01","1.455781e+02"
"control","1.897874e+00","1.574730e+02"
"case","    6.587451","1.157271e+02"
"control","    4.031072","1.602461e+02"
"case","    0.000000","2.073383e+02"
"case","9.669471e-01","1.816774e+02"
"case","    0.000000","    125.7984"
"case","3.182118e+02","2.237348e+01"
"case","1.900022e+00","1.713868e+02"
"control","    1.181335","1.409709e+02"
"control","    0.000000","1.189061e+02"
"control","    0.000000","1.282400e+02"
"case","    0.000000","1.668834e+02"
"control","    0.000000","1.297131e+02"
"control","    3.140573","9.442926e+01"
"control","9.905626e-01","9.143714e+01"
"case","    0.000000","1.382282e+02"
"control","    0.000000","1.129593e+02"
"case","    1.380711","1.315667e+02"
"case","    0.000000","2.097968e+02"
"case","    0.000000","1.423314e+02"
"control","3.351250e+00","4.636919e+02"
"case","7.697282e-01","7.363468e+01"
"case","    9.722825","1.279943e+02"
"control","2.258711e+00","1.218771e+02"
"case","    1.083699","1.434886e+02"
"case","0.000000e+00","2.012244e+02"
"control","    6.591236","1.441349e+02"
"case","    0.000000","1.253173e+02"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.333653e+02"
"case","    1.106258","1.085765e+02"
"case","    1.080163","1.193678e+02"
"case","9.809206e-01","1.436364e+02"
"case","    0.000000","1.700391e+02"
