# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","4017","ENST00000368667.6"
"case","1.370846e+01","1.310577e+02"
"control","   13.922515","9.896699e+01"
"case","8.623812e+00","1.576958e+02"
"control","1.556201e+01","1.926741e+02"
"case","1.918886e+01","1.546935e+02"
"control","0.000000e+00","2.611545e+02"
"case","1.661061e+02","1.102801e+03"
"control","9.097564e+00","2.068939e+02"
"case","1.508548e+00","1.727440e+02"
"case","0.000000e+00","1.820191e+02"
"case","    0.000000","2.200409e+02"
"control","    0.000000","2.281296e+02"
"case","   21.602348","1.313657e+02"
"control","    3.131746","1.664210e+02"
"case","    0.000000","2.635740e+02"
"control","   11.326228","2.582592e+02"
"case","2.726470e+00","1.891214e+02"
"case","9.250488e-01","2.152296e+02"
"control","    0.00000","1.890438e+02"
"case","    0.000000","2.496811e+02"
"control","   13.586250","1.815873e+02"
"case","    0.000000","1.890749e+02"
"case","0.000000e+00","2.130039e+02"
"control","7.116339e+01","1.323438e+02"
"control","5.693622e+00","1.779142e+02"
"case","    0.000000","2.202269e+02"
"control","   10.749525","2.614015e+02"
"case","    1.679327","2.349834e+02"
"case","4.834736e+00","1.615708e+02"
"case","    0.000000","    248.2272"
"case","0.000000e+00","5.433560e+01"
"case","1.900022e+00","1.388450e+02"
"control","    1.181335","2.795252e+02"
"control","    0.000000","1.911644e+02"
"control","    1.927097","1.296809e+02"
"case","    0.000000","1.642345e+02"
"control","    1.020431","1.977444e+02"
"control","    0.000000","1.895580e+02"
"control","1.981125e+00","2.892196e+02"
"case","    1.091845","1.689456e+02"
"control","    0.000000","2.088323e+02"
"case","    0.000000","2.067477e+02"
"case","    0.000000","1.410399e+02"
"case","    8.700326","2.085497e+02"
"control","6.702500e+00","1.784896e+02"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","2.125753e+02"
"control","7.529037e-01","2.214882e+02"
"case","    0.000000","1.484082e+02"
"case","3.335866e+00","1.454711e+02"
"control","    9.227730","2.338001e+02"
"case","    0.000000","3.042122e+02"
"control","    7.140065","8.472043e+01"
"case","    0.000000","1.940025e+02"
"case","    0.000000","2.191888e+02"
"case","    1.080163","1.989464e+02"
"case","4.904603e+00","2.009422e+02"
"case","    3.617565","1.630375e+02"
