# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","4017","ENST00000360537.6"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","2.667806e+01"
"case","8.623812e+00","5.281677e+00"
"control","1.556201e+01","3.649130e+00"
"case","1.918886e+01","1.079257e+01"
"control","0.000000e+00","6.727634e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","1.156550e+01"
"case","1.508548e+00","1.328800e+01"
"case","0.000000e+00","1.501188e+01"
"case","    0.000000","2.498281e+01"
"control","    0.000000","2.877310e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","2.431722e+01"
"case","    0.000000","1.206501e+01"
"control","   11.326228","2.859298e+01"
"case","2.726470e+00","1.804593e+01"
"case","9.250488e-01","2.624751e+01"
"control","    0.00000","2.394005e+01"
"case","    0.000000","2.217562e+01"
"control","   13.586250","2.000539e+01"
"case","    0.000000","1.370108e+01"
"case","0.000000e+00","1.768890e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","3.709701e+01"
"case","    0.000000","1.986360e+01"
"control","   10.749525","2.003077e+01"
"case","    1.679327","2.994887e+01"
"case","4.834736e+00","1.938850e+01"
"case","    0.000000","     23.5872"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","2.747975e+01"
"control","    1.181335","1.369432e+01"
"control","    0.000000","3.750116e+01"
"control","    1.927097","3.025888e+01"
"case","    0.000000","3.355328e+01"
"control","    1.020431","2.177003e+01"
"control","    0.000000","2.727956e+01"
"control","1.981125e+00","6.062680e+01"
"case","    1.091845","2.986412e+01"
"control","    0.000000","2.752790e+01"
"case","    0.000000","1.973501e+01"
"case","    0.000000","2.997097e+01"
"case","    8.700326","2.740069e+01"
"control","6.702500e+00","2.985413e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","2.095813e+01"
"control","7.529037e-01","2.343790e+01"
"case","    0.000000","3.689707e+01"
"case","3.335866e+00","3.716883e+01"
"control","    9.227730","2.681579e+01"
"case","    0.000000","1.362144e+01"
"control","    7.140065","9.363838e+01"
"case","    0.000000","3.748841e+01"
"case","    0.000000","2.103670e+01"
"case","    1.080163","2.102075e+01"
"case","4.904603e+00","2.828075e+01"
"case","    3.617565","2.750632e+01"
