# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","K-42","ENST00000510193.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","0.000000e+00"
"case","5.174287e+00","6.790727e+00"
"control","4.951549e+00","7.298260e-01"
"case","4.797215e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","0.000000e+00"
"case","7.542741e-01","6.644001e-01"
"case","6.503319e-01","1.250990e+00"
"case","    0.000000","0.000000e+00"
"control","    1.347212","2.055221e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","4.559479e+00"
"case","    3.847082","9.280774e-01"
"control","    0.000000","3.689417e+00"
"case","0.000000e+00","5.052861e+00"
"case","0.000000e+00","3.749644e+00"
"control","    1.09708","6.604151e+00"
"case","    0.000000","7.391874e+00"
"control","    9.405865","6.155503e+00"
"case","    0.000000","1.826811e+00"
"case","9.230309e-01","3.685188e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","8.327900e+00"
"case","    6.587451","8.636348e+00"
"control","    4.031072","1.001538e+00"
"case","    0.000000","2.303759e+00"
"case","9.669471e-01","5.026648e+00"
"case","    0.000000","      5.6160"
"case","3.182118e+02","8.310150e+01"
"case","1.900022e+00","2.892605e+00"
"control","    1.181335","4.027741e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","1.123901e+02"
"case","    0.000000","6.180868e+00"
"control","    0.000000","6.349592e+00"
"control","    3.140573","3.497380e+00"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","2.559782e+00"
"control","    0.000000","0.000000e+00"
"case","    1.380711","3.759050e+00"
"case","    0.000000","3.525997e+00"
"case","    0.000000","2.283391e+00"
"control","3.351250e+00","2.540777e+00"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.994019e+00"
"control","2.258711e+00","2.343790e+00"
"case","    1.083699","3.279739e+00"
"case","0.000000e+00","5.126735e+00"
"control","    6.591236","8.379933e-01"
"case","    0.000000","3.632384e+00"
"control","   31.620288","0.000000e+00"
"case","    0.000000","6.560471e+00"
"case","    1.106258","4.071619e+00"
"case","    1.080163","3.002964e+00"
"case","9.809206e-01","4.465381e+00"
"case","    0.000000","5.001150e+00"
