# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","K-42","ENST00000531525.2"
"case","1.195207e+02","4.853988e+00"
"control","    7.496739","8.175534e+01"
"case","5.174287e+00","8.526135e+01"
"control","4.951549e+00","1.218809e+02"
"case","4.797215e+00","5.036531e+01"
"control","0.000000e+00","9.112886e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.008768e+02"
"case","7.542741e-01","2.763905e+02"
"case","6.503319e-01","3.146241e+02"
"case","    0.000000","5.111866e+02"
"control","    1.347212","4.059062e+02"
"case","    0.000000","4.348656e+02"
"control","    0.000000","2.500114e+02"
"case","    3.847082","3.591660e+02"
"control","    0.000000","3.228240e+02"
"case","0.000000e+00","2.721327e+02"
"case","0.000000e+00","2.452267e+02"
"control","    1.09708","2.971868e+02"
"case","    0.000000","3.268851e+02"
"control","    9.405865","1.938984e+02"
"case","    0.000000","2.822423e+02"
"case","9.230309e-01","3.257706e+02"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.021408e+02"
"case","    6.587451","3.186813e+02"
"control","    4.031072","2.263477e+02"
"case","    0.000000","3.213744e+02"
"case","9.669471e-01","2.542048e+02"
"case","    0.000000","    353.8080"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.619859e+02"
"control","    1.181335","3.528301e+02"
"control","    0.000000","2.048844e+02"
"control","    0.000000","2.694481e+02"
"case","    0.000000","2.304581e+02"
"control","    0.000000","2.594262e+02"
"control","    3.140573","1.154135e+02"
"control","9.905626e-01","1.282108e+02"
"case","    0.000000","2.320869e+02"
"control","    0.000000","2.107308e+02"
"case","    1.380711","2.725311e+02"
"case","    0.000000","1.621959e+02"
"case","    0.000000","2.291002e+02"
"control","3.351250e+00","1.511762e+02"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.470066e+02"
"control","2.258711e+00","2.302774e+02"
"case","    1.083699","1.377490e+02"
"case","0.000000e+00","1.986610e+02"
"control","    6.591236","1.944145e+02"
"case","    0.000000","2.515426e+02"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.305537e+02"
"case","    1.106258","2.022237e+02"
"case","    1.080163","2.237208e+02"
"case","9.809206e-01","1.964768e+02"
"case","    0.000000","2.075477e+02"
