# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:19
# SEK
#----------------------------

"status","K-42","ENST00000646369.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","6.024078e+00"
"case","5.174287e+00","6.036202e+00"
"control","4.951549e+00","5.108782e+00"
"case","4.797215e+00","6.295664e+00"
"control","0.000000e+00","2.446412e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","4.497694e+00"
"case","7.542741e-01","5.315201e+00"
"case","6.503319e-01","1.501188e+01"
"case","    0.000000","8.647894e+00"
"control","    1.347212","6.165664e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","9.118957e+00"
"case","    3.847082","8.352697e+00"
"control","    0.000000","9.223542e+00"
"case","0.000000e+00","8.662047e+00"
"case","0.000000e+00","5.999431e+00"
"control","    1.09708","5.778632e+00"
"case","    0.000000","4.106597e+00"
"control","    9.405865","3.077752e+00"
"case","    0.000000","6.393838e+00"
"case","9.230309e-01","2.948151e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","4.542491e+00"
"case","    6.587451","2.590905e+00"
"control","    4.031072","1.001538e+00"
"case","    0.000000","8.063157e+00"
"case","9.669471e-01","7.180926e+00"
"case","    0.000000","      5.6160"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","4.338907e+00"
"control","    1.181335","2.416645e+00"
"control","    0.000000","8.231961e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","6.180868e+00"
"control","    0.000000","5.442508e+00"
"control","    3.140573","3.497380e+00"
"control","9.905626e-01","9.938819e-01"
"case","    0.000000","6.826085e+00"
"control","    0.000000","3.796952e+00"
"case","    1.380711","4.698812e+00"
"case","    0.000000","5.288995e+00"
"case","    0.000000","3.805652e+00"
"control","3.351250e+00","5.716749e+00"
"case","7.697282e-01","1.472694e+01"
"case","    9.722825","7.485047e+00"
"control","2.258711e+00","5.859475e+00"
"case","    1.083699","9.019283e+00"
"case","0.000000e+00","8.330945e+00"
"control","    6.591236","5.027960e+00"
"case","    0.000000","1.271334e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","8.434892e+00"
"case","    1.106258","4.071619e+00"
"case","    1.080163","6.005928e+00"
"case","9.809206e-01","5.953842e+00"
"case","    0.000000","6.001380e+00"
