# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","UID-142","ENST00000465552.2"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","1.204816e+01"
"case","2.069715e+01","2.339028e+01"
"control","2.122093e+00","1.459652e+01"
"case","8.794895e+00","2.068575e+01"
"control","0.000000e+00","1.651328e+01"
"case","4.326106e+01","4.268908e+01"
"control","7.581303e+00","1.927583e+01"
"case","7.542741e-01","1.993200e+01"
"case","9.104646e+00","1.751386e+01"
"case","    8.529401","1.921754e+01"
"control","    0.000000","1.849699e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.051765e+01"
"case","   10.258884","1.113693e+01"
"control","    9.910450","1.660238e+01"
"case","3.635293e+00","2.021144e+01"
"case","1.665088e+01","1.199886e+01"
"control","    2.19416","1.651038e+01"
"case","    7.345359","2.053298e+01"
"control","    3.135288","1.384988e+01"
"case","    7.922413","2.100833e+01"
"case","5.538186e+00","1.842594e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","1.816996e+01"
"case","    1.317490","1.209089e+01"
"control","    2.687381","1.502307e+01"
"case","    6.717306","8.063157e+00"
"case","1.257031e+01","2.082469e+01"
"case","    0.000000","      5.6160"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","1.446302e+01"
"control","    0.000000","3.222193e+00"
"control","    1.024218","5.487974e+00"
"control","    3.854194","0.000000e+00"
"case","    0.000000","9.712792e+00"
"control","    8.163448","2.358420e+01"
"control","    4.710860","1.678742e+01"
"control","9.905626e-01","2.385317e+01"
"case","    7.642918","1.535869e+01"
"control","    5.246095","1.898476e+01"
"case","    8.284268","8.457862e+00"
"case","    3.707606","1.762998e+01"
"case","    4.971615","1.370035e+01"
"control","8.378125e-01","1.460947e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","1.497009e+01"
"control","1.505807e+00","2.402385e+01"
"case","    1.083699","1.557876e+01"
"case","5.837765e+00","1.794357e+01"
"control","    6.591236","1.759786e+01"
"case","    2.111611","1.271334e+01"
"control","    0.000000","0.000000e+00"
"case","    1.262759","1.686978e+01"
"case","    5.531291","1.696508e+01"
"case","    9.721465","1.051037e+01"
"case","3.923682e+00","1.934999e+01"
"case","    1.447026","1.550356e+01"
