# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","UID-142","ENST00000393362.8"
"case","4.283895e-01","1.164957e+02"
"control","    1.070963","7.745243e+00"
"case","2.069715e+01","2.640838e+01"
"control","2.122093e+00","2.919304e+01"
"case","8.794895e+00","3.957274e+01"
"control","0.000000e+00","1.529008e+01"
"case","4.326106e+01","1.223754e+03"
"control","7.581303e+00","2.313100e+01"
"case","7.542741e-01","3.189121e+01"
"case","9.104646e+00","3.752971e+01"
"case","    8.529401","3.939596e+01"
"control","    0.000000","2.157982e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.051765e+01"
"case","   10.258884","2.134578e+01"
"control","    9.910450","2.490356e+01"
"case","3.635293e+00","3.753554e+01"
"case","1.665088e+01","2.024808e+01"
"control","    2.19416","1.568486e+01"
"case","    7.345359","2.381826e+01"
"control","    3.135288","2.000539e+01"
"case","    7.922413","2.374854e+01"
"case","5.538186e+00","2.727039e+01"
"control","0.000000e+00","2.911563e+02"
"control","3.795748e+00","2.044121e+01"
"case","    1.317490","3.540903e+01"
"control","    2.687381","2.604000e+01"
"case","    6.717306","2.649323e+01"
"case","1.257031e+01","2.010659e+01"
"case","    0.000000","     34.8192"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","1.807878e+01"
"control","    0.000000","2.980528e+01"
"control","    1.024218","1.280527e+01"
"control","    3.854194","7.204494e+00"
"case","    0.000000","2.560645e+01"
"control","    8.163448","2.449128e+01"
"control","    4.710860","2.308271e+01"
"control","9.905626e-01","7.454115e+01"
"case","    7.642918","2.047826e+01"
"control","    5.246095","2.373095e+01"
"case","    8.284268","2.443382e+01"
"case","    3.707606","1.674848e+01"
"case","    4.971615","2.435617e+01"
"control","8.378125e-01","2.350219e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","1.571860e+01"
"control","1.505807e+00","2.109411e+01"
"case","    1.083699","2.377811e+01"
"case","5.837765e+00","1.666189e+01"
"control","    6.591236","2.094983e+01"
"case","    2.111611","3.450765e+01"
"control","    0.000000","2.229485e+01"
"case","    1.262759","2.905352e+01"
"case","    5.531291","3.935898e+01"
"case","    9.721465","1.501482e+01"
"case","3.923682e+00","1.414037e+01"
"case","    1.447026","2.050471e+01"
