# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:26
# SEK
#----------------------------

"status","K-42","ENST00000405141.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","6.024078e+00"
"case","5.174287e+00","9.054303e+00"
"control","4.951549e+00","5.108782e+00"
"case","4.797215e+00","4.496903e+00"
"control","0.000000e+00","1.223206e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","3.855166e+00"
"case","7.542741e-01","7.972802e+00"
"case","6.503319e-01","1.438639e+01"
"case","    0.000000","4.804386e+00"
"control","    1.347212","7.193275e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","4.559479e+00"
"case","    3.847082","2.784232e+00"
"control","    0.000000","2.767063e+00"
"case","0.000000e+00","3.609186e+00"
"case","0.000000e+00","5.999431e+00"
"control","    1.09708","2.476557e+00"
"case","    0.000000","4.106597e+00"
"control","    9.405865","1.538876e+00"
"case","    0.000000","6.393838e+00"
"case","9.230309e-01","5.896301e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","6.056654e+00"
"case","    6.587451","8.636348e-01"
"control","    4.031072","2.003077e+00"
"case","    0.000000","1.151880e+00"
"case","9.669471e-01","4.308556e+00"
"case","    0.000000","      5.6160"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","6.508361e+00"
"control","    1.181335","2.416645e+00"
"control","    0.000000","7.317299e+00"
"control","    0.000000","5.763595e+00"
"case","    0.000000","7.063849e+00"
"control","    0.000000","5.442508e+00"
"control","    3.140573","2.797904e+00"
"control","9.905626e-01","1.292047e+01"
"case","    0.000000","3.413043e+00"
"control","    0.000000","1.898476e+00"
"case","    1.380711","9.397624e-01"
"case","    0.000000","7.051994e+00"
"case","    0.000000","2.283391e+00"
"control","3.351250e+00","7.622332e+00"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","5.239533e+00"
"control","2.258711e+00","1.171895e+00"
"case","    1.083699","7.379413e+00"
"case","0.000000e+00","6.408419e+00"
"control","    6.591236","3.351973e+00"
"case","    0.000000","8.172864e+00"
"control","   31.620288","1.337691e+01"
"case","    0.000000","4.686051e+00"
"case","    1.106258","3.393016e+00"
"case","    1.080163","6.756669e+00"
"case","9.809206e-01","7.442302e+00"
"case","    0.000000","5.501265e+00"
