# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:11
# SEK
#----------------------------

"status","4017","ENST00000354650.7"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","6.196194e+01"
"case","8.623812e+00","9.733376e+01"
"control","1.556201e+01","9.633703e+01"
"case","1.918886e+01","9.533434e+01"
"control","0.000000e+00","2.110031e+02"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","8.224354e+01"
"case","1.508548e+00","7.109081e+01"
"case","0.000000e+00","7.881239e+01"
"case","    0.000000","6.822228e+01"
"control","    0.000000","9.145735e+01"
"case","   21.602348","9.059701e+00"
"control","    3.131746","5.395383e+01"
"case","    0.000000","7.981466e+01"
"control","   11.326228","8.577894e+01"
"case","2.726470e+00","6.207801e+01"
"case","9.250488e-01","8.099231e+01"
"control","    0.00000","6.604151e+01"
"case","    0.000000","8.870249e+01"
"control","   13.586250","8.156042e+01"
"case","    0.000000","6.119817e+01"
"case","0.000000e+00","9.212970e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","5.753822e+01"
"case","    0.000000","8.118168e+01"
"control","   10.749525","7.711845e+01"
"case","    1.679327","7.141654e+01"
"case","4.834736e+00","6.103787e+01"
"case","    0.000000","     93.2256"
"case","0.000000e+00","8.629771e+01"
"case","1.900022e+00","5.351319e+01"
"control","    1.181335","1.014991e+02"
"control","    0.000000","1.042715e+02"
"control","    1.927097","7.636764e+01"
"case","    0.000000","5.032992e+01"
"control","    1.020431","6.531009e+01"
"control","    0.000000","6.994760e+01"
"control","1.981125e+00","2.186540e+01"
"case","    1.091845","6.143477e+01"
"control","    0.000000","8.353293e+01"
"case","    0.000000","7.518100e+01"
"case","    0.000000","5.817895e+01"
"case","    8.700326","7.687417e+01"
"control","6.702500e+00","5.843788e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","8.233552e+01"
"control","7.529037e-01","9.550945e+01"
"case","    0.000000","5.739543e+01"
"case","3.335866e+00","5.126735e+01"
"control","    9.227730","7.039144e+01"
"case","    0.000000","1.280415e+02"
"control","    7.140065","0.000000e+00"
"case","    0.000000","6.185587e+01"
"case","    0.000000","8.686121e+01"
"case","    1.080163","8.483373e+01"
"case","4.904603e+00","6.028265e+01"
"case","    3.617565","5.401242e+01"
