# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:23
# SEK
#----------------------------

"status","K-42","ENST00000635293.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","7.745243e+00"
"case","5.174287e+00","9.808828e+00"
"control","4.951549e+00","1.021756e+01"
"case","4.797215e+00","8.094425e+00"
"control","0.000000e+00","2.385252e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.285055e+01"
"case","7.542741e-01","1.461680e+01"
"case","6.503319e-01","2.064134e+01"
"case","    0.000000","1.153053e+01"
"control","    1.347212","1.438655e+01"
"case","    0.000000","3.170895e+01"
"control","    0.000000","1.519826e+01"
"case","    3.847082","2.784232e+01"
"control","    0.000000","5.534125e+00"
"case","0.000000e+00","2.309879e+01"
"case","0.000000e+00","1.424865e+01"
"control","    1.09708","3.054420e+01"
"case","    0.000000","9.855832e+00"
"control","    9.405865","1.000269e+01"
"case","    0.000000","2.100833e+01"
"case","9.230309e-01","1.547779e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.135623e+01"
"case","    6.587451","3.281812e+01"
"control","    4.031072","7.010768e+00"
"case","    0.000000","1.497443e+01"
"case","9.669471e-01","1.651613e+01"
"case","    0.000000","     10.1088"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.084727e+01"
"control","    1.181335","1.047213e+01"
"control","    0.000000","0.000000e+00"
"control","    0.000000","2.881798e+00"
"case","    0.000000","1.324472e+01"
"control","    0.000000","2.630545e+01"
"control","    3.140573","3.497380e+00"
"control","9.905626e-01","2.981646e+00"
"case","    0.000000","1.279891e+01"
"control","    0.000000","1.613704e+01"
"case","    1.380711","6.578337e+00"
"case","    0.000000","8.814992e-01"
"case","    0.000000","1.217809e+01"
"control","3.351250e+00","2.032622e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","8.982057e+00"
"control","2.258711e+00","2.050816e+01"
"case","    1.083699","5.739543e+00"
"case","0.000000e+00","1.666189e+01"
"control","    6.591236","7.541940e+00"
"case","    0.000000","2.451859e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","1.218373e+01"
"case","    1.106258","1.764368e+01"
"case","    1.080163","2.327297e+01"
"case","9.809206e-01","2.083845e+01"
"case","    0.000000","7.001610e+00"
