# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","K-42","ENST00000469850.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","3.356272e+01"
"case","5.174287e+00","3.621721e+01"
"control","4.951549e+00","3.065269e+01"
"case","4.797215e+00","4.766717e+01"
"control","0.000000e+00","1.590168e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","3.598155e+01"
"case","7.542741e-01","2.059640e+01"
"case","6.503319e-01","5.191610e+01"
"case","    0.000000","1.441316e+01"
"control","    1.347212","2.671788e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.963661e+01"
"case","    3.847082","1.577732e+01"
"control","    0.000000","1.383531e+01"
"case","0.000000e+00","3.176084e+01"
"case","0.000000e+00","3.299687e+01"
"control","    1.09708","2.394005e+01"
"case","    0.000000","1.396243e+01"
"control","    9.405865","2.077482e+01"
"case","    0.000000","3.927644e+01"
"case","9.230309e-01","3.980003e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.331160e+01"
"case","    6.587451","1.036362e+01"
"control","    4.031072","2.503846e+01"
"case","    0.000000","2.418947e+01"
"case","9.669471e-01","2.872370e+01"
"case","    0.000000","     10.1088"
"case","3.182118e+02","1.470257e+02"
"case","1.900022e+00","3.471126e+01"
"control","    1.181335","2.174980e+01"
"control","    0.000000","4.024514e+01"
"control","    0.000000","2.161348e+01"
"case","    0.000000","2.825540e+01"
"control","    0.000000","3.537630e+01"
"control","    3.140573","1.398952e+01"
"control","9.905626e-01","1.987764e+01"
"case","    0.000000","2.645108e+01"
"control","    0.000000","1.044162e+01"
"case","    1.380711","1.503620e+01"
"case","    0.000000","3.261547e+01"
"case","    0.000000","2.435617e+01"
"control","3.351250e+00","2.858374e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.619767e+01"
"control","2.258711e+00","1.757843e+01"
"case","    1.083699","3.935687e+01"
"case","0.000000e+00","2.435199e+01"
"control","    6.591236","3.016776e+01"
"case","    0.000000","2.270240e+01"
"control","   31.620288","1.337691e+01"
"case","    0.000000","2.343025e+01"
"case","    1.106258","2.578692e+01"
"case","    1.080163","2.552519e+01"
"case","9.809206e-01","3.646728e+01"
"case","    0.000000","2.950678e+01"
