# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","UID-142","ENST00000467921.6"
"case","4.283895e-01","1.116417e+02"
"control","    1.070963","1.721165e+00"
"case","2.069715e+01","3.018101e+00"
"control","2.122093e+00","6.568434e+00"
"case","8.794895e+00","7.195044e+00"
"control","0.000000e+00","6.727634e+00"
"case","4.326106e+01","1.209524e+02"
"control","7.581303e+00","7.067805e+00"
"case","7.542741e-01","7.972802e+00"
"case","9.104646e+00","8.131437e+00"
"case","    8.529401","5.765263e+00"
"control","    0.000000","7.193275e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.039652e+00"
"case","   10.258884","7.424619e+00"
"control","    9.910450","4.611771e+00"
"case","3.635293e+00","5.774698e+00"
"case","1.665088e+01","7.499288e+00"
"control","    2.19416","8.255188e+00"
"case","    7.345359","1.231979e+01"
"control","    3.135288","6.155503e+00"
"case","    7.922413","6.393838e+00"
"case","5.538186e+00","1.105556e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","5.299572e+00"
"case","    1.317490","1.295452e+01"
"control","    2.687381","1.201846e+01"
"case","    6.717306","5.759398e+00"
"case","1.257031e+01","5.026648e+00"
"case","    0.000000","      7.8624"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","2.892605e+00"
"control","    0.000000","8.055482e+00"
"control","    1.024218","1.280527e+01"
"control","    3.854194","1.440899e+00"
"case","    0.000000","5.297887e+00"
"control","    8.163448","1.088502e+01"
"control","    4.710860","2.098428e+00"
"control","9.905626e-01","5.068798e+01"
"case","    7.642918","7.679346e+00"
"control","    5.246095","8.543141e+00"
"case","    8.284268","6.578337e+00"
"case","    3.707606","8.814992e+00"
"case","    4.971615","2.283391e+00"
"control","8.378125e-01","7.622332e+00"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","3.742524e+00"
"control","1.505807e+00","7.617318e+00"
"case","    1.083699","7.379413e+00"
"case","5.837765e+00","4.485893e+00"
"control","    6.591236","6.703947e+00"
"case","    2.111611","5.448576e+00"
"control","    0.000000","0.000000e+00"
"case","    1.262759","1.030931e+01"
"case","    5.531291","3.393016e+00"
"case","    9.721465","6.005928e+00"
"case","3.923682e+00","8.930762e+00"
"case","    1.447026","4.000920e+00"
