# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:23
# SEK
#----------------------------

"status","K-42","ENST00000372285.7"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","3.700505e+01"
"case","5.174287e+00","5.281677e+01"
"control","4.951549e+00","4.305973e+01"
"case","4.797215e+00","3.957274e+01"
"control","0.000000e+00","5.443267e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","6.168266e+01"
"case","7.542741e-01","3.986401e+01"
"case","6.503319e-01","4.691213e+01"
"case","    0.000000","1.489360e+02"
"control","    1.347212","5.651859e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","4.787453e+01"
"case","    3.847082","1.039447e+02"
"control","    0.000000","6.364244e+01"
"case","0.000000e+00","8.878598e+01"
"case","0.000000e+00","3.299687e+01"
"control","    1.09708","4.870561e+01"
"case","    0.000000","5.010048e+01"
"control","    9.405865","3.000808e+01"
"case","    0.000000","4.018984e+01"
"case","9.230309e-01","5.085560e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","4.391074e+01"
"case","    6.587451","8.895439e+01"
"control","    4.031072","5.909076e+01"
"case","    0.000000","1.105804e+02"
"case","9.669471e-01","4.021319e+01"
"case","    0.000000","     77.5008"
"case","3.182118e+02","3.196212e+00"
"case","1.900022e+00","5.351319e+01"
"control","    1.181335","7.491598e+01"
"control","    0.000000","7.774630e+01"
"control","    0.000000","3.890427e+01"
"case","    0.000000","3.796819e+01"
"control","    0.000000","6.440301e+01"
"control","    3.140573","5.246070e+01"
"control","9.905626e-01","9.938819e+00"
"case","    0.000000","5.460868e+01"
"control","    0.000000","1.480811e+02"
"case","    1.380711","6.484361e+01"
"case","    0.000000","3.349697e+01"
"case","    0.000000","8.144095e+01"
"control","3.351250e+00","5.335632e+01"
"case","7.697282e-01","4.418081e+01"
"case","    9.722825","7.709599e+01"
"control","2.258711e+00","9.609540e+01"
"case","    1.083699","6.969446e+01"
"case","0.000000e+00","4.678146e+01"
"control","    6.591236","5.195559e+01"
"case","    0.000000","4.540480e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","3.936283e+01"
"case","    1.106258","7.464635e+01"
"case","    1.080163","8.783669e+01"
"case","9.809206e-01","3.423459e+01"
"case","    0.000000","3.600828e+01"
