# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","UID-142","ENST00000604348.5"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","5.163495e+00"
"case","2.069715e+01","5.281677e+00"
"control","2.122093e+00","7.298260e-01"
"case","8.794895e+00","8.993805e-01"
"control","0.000000e+00","0.000000e+00"
"case","4.326106e+01","2.419048e+02"
"control","7.581303e+00","1.285055e+00"
"case","7.542741e-01","1.461680e+01"
"case","9.104646e+00","1.063342e+01"
"case","    8.529401","5.477000e+01"
"control","    0.000000","2.877310e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.595818e+01"
"case","   10.258884","3.990733e+01"
"control","    9.910450","2.121415e+01"
"case","3.635293e+00","2.526430e+01"
"case","1.665088e+01","2.924722e+01"
"control","    2.19416","2.641660e+01"
"case","    7.345359","2.381826e+01"
"control","    3.135288","2.308314e+01"
"case","    7.922413","2.557535e+01"
"case","5.538186e+00","3.095558e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","4.163950e+01"
"case","    1.317490","3.886357e+01"
"control","    2.687381","3.705692e+01"
"case","    6.717306","5.759398e+01"
"case","1.257031e+01","2.656943e+01"
"case","    0.000000","     41.5584"
"case","1.743626e+00","7.670908e+01"
"case","8.550097e+00","2.314084e+01"
"control","    0.000000","7.491598e+01"
"control","    1.024218","5.122109e+01"
"control","    3.854194","3.025888e+01"
"case","    0.000000","1.412770e+01"
"control","    8.163448","2.993379e+01"
"control","    4.710860","3.077694e+01"
"control","9.905626e-01","0.000000e+00"
"case","    7.642918","2.901086e+01"
"control","    5.246095","2.847714e+01"
"case","    8.284268","3.759050e+01"
"case","    3.707606","1.939298e+01"
"case","    4.971615","2.055052e+01"
"control","8.378125e-01","2.159661e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","1.197608e+01"
"control","1.505807e+00","1.933627e+01"
"case","    1.083699","2.213824e+01"
"case","5.837765e+00","1.794357e+01"
"control","    6.591236","2.178783e+01"
"case","    2.111611","6.629101e+01"
"control","    0.000000","0.000000e+00"
"case","    1.262759","5.716982e+01"
"case","    5.531291","1.628648e+01"
"case","    9.721465","2.027001e+01"
"case","3.923682e+00","2.753652e+01"
"case","    1.447026","1.850425e+01"
