# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:26
# SEK
#----------------------------

"status","3184","ENST00000511663.5"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","0.000000e+00"
"case","1.121096e+01","0.000000e+00"
"control","2.122093e+00","0.000000e+00"
"case","1.599072e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","7.542741e-01","1.328800e+00"
"case","1.300664e+00","6.254951e-01"
"case","    0.000000","1.441316e+01"
"control","    0.000000","1.233133e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.139870e+01"
"case","    3.847082","8.352697e+00"
"control","    1.415779","1.014590e+01"
"case","1.817646e+00","3.609186e+00"
"case","1.110059e+01","9.749075e+00"
"control","    0.00000","6.604151e+00"
"case","    2.098674","5.749235e+00"
"control","    0.000000","1.077213e+01"
"case","    0.000000","5.480433e+00"
"case","1.846062e+00","2.948151e+00"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.514164e+01"
"case","    0.000000","1.986360e+01"
"control","    2.687381","1.402154e+01"
"case","    6.717306","1.151880e+01"
"case","0.000000e+00","1.005330e+01"
"case","    3.359339","     11.2320"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","6.508361e+00"
"control","    0.000000","1.208322e+01"
"control","    0.000000","3.384251e+01"
"control","    0.000000","9.221753e+01"
"case","    2.349239","9.712792e+00"
"control","    4.081724","7.256677e+00"
"control","    0.000000","1.049214e+01"
"control","6.636769e+01","0.000000e+00"
"case","    2.183691","1.109239e+01"
"control","    2.623048","8.543141e+00"
"case","    1.380711","7.518100e+00"
"case","    0.000000","7.933493e+00"
"case","    0.000000","9.894695e+00"
"control","0.000000e+00","8.892721e+00"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","4.491028e+00"
"control","0.000000e+00","7.031370e+00"
"case","    0.000000","9.839217e+00"
"case","8.339664e-01","4.485893e+00"
"control","    0.000000","5.027960e+00"
"case","    8.446444","8.172864e+00"
"control","    1.020009","0.000000e+00"
"case","    0.000000","1.312094e+01"
"case","    0.000000","4.750222e+00"
"case","    0.000000","1.201186e+01"
"case","9.809206e-01","2.976921e+00"
"case","    2.170539","5.001150e+00"
