# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","4017","ENST00000498206.5"
"case","1.370846e+01","2.524074e+02"
"control","   13.922515","0.000000e+00"
"case","8.623812e+00","1.509051e+00"
"control","1.556201e+01","3.649130e+00"
"case","1.918886e+01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","1.661061e+02","5.691877e+02"
"control","9.097564e+00","0.000000e+00"
"case","1.508548e+00","7.972802e+00"
"case","0.000000e+00","8.756932e+00"
"case","    0.000000","1.153053e+01"
"control","    0.000000","0.000000e+00"
"case","   21.602348","4.529850e+00"
"control","    3.131746","2.279739e+00"
"case","    0.000000","6.496542e+00"
"control","   11.326228","9.223542e-01"
"case","2.726470e+00","5.774698e+00"
"case","9.250488e-01","5.999431e+00"
"control","    0.00000","5.778632e+00"
"case","    0.000000","1.642639e+00"
"control","   13.586250","0.000000e+00"
"case","    0.000000","4.567027e+00"
"case","0.000000e+00","2.948151e+00"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","6.056654e+00"
"case","    0.000000","1.727270e+00"
"control","   10.749525","4.006153e+00"
"case","    1.679327","1.151880e+00"
"case","4.834736e+00","6.462833e+00"
"case","    0.000000","      0.0000"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","7.231512e-01"
"control","    1.181335","8.055482e-01"
"control","    0.000000","0.000000e+00"
"control","    1.927097","1.440899e+00"
"case","    0.000000","2.648943e+00"
"control","    1.020431","2.721254e+00"
"control","    0.000000","6.994760e-01"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","5.119564e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","9.397624e-01"
"case","    0.000000","5.288995e+00"
"case","    8.700326","3.044522e+00"
"control","6.702500e+00","2.159661e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","2.994019e+00"
"control","7.529037e-01","1.171895e+00"
"case","    0.000000","2.459804e+00"
"case","3.335866e+00","4.485893e+00"
"control","    9.227730","8.379933e-01"
"case","    0.000000","9.080960e-01"
"control","    7.140065","1.783588e+01"
"case","    0.000000","3.748841e+00"
"case","    0.000000","2.035810e+00"
"case","    1.080163","4.504446e+00"
"case","4.904603e+00","6.698072e+00"
"case","    3.617565","5.001150e+00"
