# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","3184","ENST00000379780.6"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","2.581748e+00"
"case","1.121096e+01","1.131788e+01"
"control","2.122093e+00","1.605617e+01"
"case","1.599072e+00","5.396283e+00"
"control","0.000000e+00","1.223206e+00"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","5.140221e+00"
"case","7.542741e-01","2.325400e+01"
"case","1.300664e+00","2.189233e+01"
"case","    0.000000","4.131772e+01"
"control","    0.000000","4.213204e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","2.887670e+01"
"case","    3.847082","2.598617e+01"
"control","    1.415779","2.859298e+01"
"case","1.817646e+00","2.526430e+01"
"case","1.110059e+01","1.949815e+01"
"control","    0.00000","2.311453e+01"
"case","    2.098674","2.874618e+01"
"control","    0.000000","1.538876e+01"
"case","    0.000000","2.009492e+01"
"case","1.846062e+00","2.137409e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","2.952619e+01"
"case","    0.000000","3.713630e+01"
"control","    2.687381","1.402154e+01"
"case","    6.717306","5.183458e+01"
"case","0.000000e+00","1.867041e+01"
"case","    3.359339","     41.5584"
"case","1.394901e+01","3.196212e+00"
"case","9.500108e-01","3.037235e+01"
"control","    0.000000","3.947186e+01"
"control","    0.000000","2.012257e+01"
"control","    0.000000","6.484045e+01"
"case","    2.349239","3.885117e+01"
"control","    4.081724","2.630545e+01"
"control","    0.000000","9.792664e+00"
"control","6.636769e+01","0.000000e+00"
"case","    2.183691","2.815760e+01"
"control","    2.623048","3.227409e+01"
"case","    1.380711","3.383145e+01"
"case","    0.000000","3.085247e+01"
"case","    0.000000","3.196748e+01"
"control","0.000000e+00","5.145074e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.497009e+01"
"control","0.000000e+00","2.988332e+01"
"case","    0.000000","1.967843e+01"
"case","8.339664e-01","1.922526e+01"
"control","    0.000000","1.508388e+01"
"case","    8.446444","2.633478e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    0.000000","2.307251e+01"
"case","    0.000000","1.801778e+01"
"case","9.809206e-01","1.190768e+01"
"case","    2.170539","2.200506e+01"
