# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","2593","ENST00000645276.1"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","9.195734e+00","0.000000e+00"
"case","7.995359e-01","8.993805e-01"
"control","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","3.032521e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","1.300664e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","9.250488e-01","0.000000e+00"
"control","    0.00000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    1.045096","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","0.000000e+00","7.370376e-01"
"control","1.049204e+01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    1.343691","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","9.669471e-01","0.000000e+00"
"case","    6.718677","      1.1232"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    2.040862","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","5.026875e+00","0.000000e+00"
"case","7.697282e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","2.258711e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    2.040019","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","    0.000000","5.001150e-01"
