# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:21
# SEK
#----------------------------

"status","K-42","ENST00000638786.1"
"case","1.195207e+02","5.824785e+01"
"control","    7.496739","2.409631e+02"
"case","5.174287e+00","2.474843e+02"
"control","4.951549e+00","3.773200e+02"
"case","4.797215e+00","2.967956e+02"
"control","0.000000e+00","4.238409e+02"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","4.298510e+02"
"case","7.542741e-01","2.823701e+02"
"case","6.503319e-01","2.795963e+02"
"case","    0.000000","1.739188e+02"
"control","    1.347212","1.716110e+02"
"case","    0.000000","4.982835e+01"
"control","    0.000000","1.421038e+02"
"case","    3.847082","1.921120e+02"
"control","    0.000000","1.743249e+02"
"case","0.000000e+00","1.313744e+02"
"case","0.000000e+00","1.462361e+02"
"control","    1.09708","1.783121e+02"
"case","    0.000000","2.217562e+02"
"control","    9.405865","1.854345e+02"
"case","    0.000000","1.863347e+02"
"case","9.230309e-01","2.321669e+02"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.052344e+02"
"case","    6.587451","1.286816e+02"
"control","    4.031072","1.432200e+02"
"case","    0.000000","7.141654e+01"
"case","9.669471e-01","2.161459e+02"
"case","    0.000000","    101.0880"
"case","3.182118e+02","2.556969e+01"
"case","1.900022e+00","1.200431e+02"
"control","    1.181335","7.572153e+01"
"control","    0.000000","1.472606e+02"
"control","    0.000000","7.060404e+01"
"case","    0.000000","1.562877e+02"
"control","    0.000000","1.578327e+02"
"control","    3.140573","1.643769e+02"
"control","9.905626e-01","1.411312e+02"
"case","    0.000000","1.544402e+02"
"control","    0.000000","1.670659e+02"
"case","    1.380711","1.794946e+02"
"case","    0.000000","9.960941e+01"
"case","    0.000000","1.400480e+02"
"control","3.351250e+00","6.415463e+01"
"case","7.697282e-01","1.325424e+02"
"case","    9.722825","1.197608e+02"
"control","2.258711e+00","1.646513e+02"
"case","    1.083699","1.205304e+02"
"case","0.000000e+00","1.582880e+02"
"control","    6.591236","1.391069e+02"
"case","    0.000000","1.552844e+02"
"control","   31.620288","2.675382e+01"
"case","    0.000000","1.077792e+02"
"case","    1.106258","1.886517e+02"
"case","    1.080163","1.208693e+02"
"case","9.809206e-01","1.458691e+02"
"case","    0.000000","1.305300e+02"
