# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:13
# SEK
#----------------------------

"status","UID-142","ENST00000517419.5"
"case","4.283895e-01","9.707976e+00"
"control","    1.070963","1.721165e+00"
"case","2.069715e+01","3.018101e+00"
"control","2.122093e+00","4.378956e+00"
"case","8.794895e+00","2.698142e+00"
"control","0.000000e+00","1.223206e+00"
"case","4.326106e+01","6.403361e+01"
"control","7.581303e+00","5.140221e+00"
"case","7.542741e-01","2.458280e+01"
"case","9.104646e+00","2.001584e+01"
"case","    8.529401","3.074807e+01"
"control","    0.000000","2.363505e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.279739e+01"
"case","   10.258884","2.691425e+01"
"control","    9.910450","2.305886e+01"
"case","3.635293e+00","2.165512e+01"
"case","1.665088e+01","1.799829e+01"
"control","    2.19416","2.806764e+01"
"case","    7.345359","2.792486e+01"
"control","    3.135288","2.308314e+01"
"case","    7.922413","2.009492e+01"
"case","5.538186e+00","2.211113e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","2.271245e+01"
"case","    1.317490","3.368176e+01"
"control","    2.687381","3.405230e+01"
"case","    6.717306","3.455639e+01"
"case","1.257031e+01","2.226087e+01"
"case","    0.000000","     35.9424"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","1.880193e+01"
"control","    0.000000","4.269406e+01"
"control","    1.024218","1.006129e+01"
"control","    3.854194","7.492674e+01"
"case","    0.000000","2.648943e+01"
"control","    8.163448","2.449128e+01"
"control","    4.710860","2.168376e+01"
"control","9.905626e-01","1.987764e+00"
"case","    7.642918","2.218478e+01"
"control","    5.246095","2.373095e+01"
"case","    8.284268","1.879525e+01"
"case","    3.707606","1.762998e+01"
"case","    4.971615","2.587843e+01"
"control","8.378125e-01","2.350219e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","2.919169e+01"
"control","1.505807e+00","2.168006e+01"
"case","    1.083699","1.557876e+01"
"case","5.837765e+00","1.538021e+01"
"control","    6.591236","1.927385e+01"
"case","    2.111611","3.359955e+01"
"control","    0.000000","0.000000e+00"
"case","    1.262759","2.249304e+01"
"case","    5.531291","2.103670e+01"
"case","    9.721465","2.402371e+01"
"case","3.923682e+00","1.562883e+01"
"case","    1.447026","2.050471e+01"
