# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","K-42","ENST00000546442.5"
"case","1.195207e+02","9.707976e+00"
"control","    7.496739","7.487068e+01"
"case","5.174287e+00","9.959733e+01"
"control","4.951549e+00","2.189478e+01"
"case","4.797215e+00","5.216407e+01"
"control","0.000000e+00","3.730779e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","4.754705e+01"
"case","7.542741e-01","3.454881e+01"
"case","6.503319e-01","4.003169e+01"
"case","    0.000000","6.726140e+00"
"control","    1.347212","2.260743e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","4.635470e+01"
"case","    3.847082","2.227386e+01"
"control","    0.000000","2.029179e+01"
"case","0.000000e+00","3.103900e+01"
"case","0.000000e+00","2.324779e+01"
"control","    1.09708","2.146349e+01"
"case","    0.000000","1.724771e+01"
"control","    9.405865","5.616897e+01"
"case","    0.000000","2.740216e+01"
"case","9.230309e-01","2.358520e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.104035e+01"
"case","    6.587451","1.122725e+01"
"control","    4.031072","2.203384e+01"
"case","    0.000000","1.497443e+01"
"case","9.669471e-01","4.667602e+01"
"case","    0.000000","     14.6016"
"case","3.182118e+02","1.598106e+02"
"case","1.900022e+00","2.531029e+01"
"control","    1.181335","4.833289e+00"
"control","    0.000000","1.097595e+01"
"control","    0.000000","2.881798e+00"
"case","    0.000000","1.854260e+01"
"control","    0.000000","3.356213e+01"
"control","    3.140573","3.077694e+01"
"control","9.905626e-01","7.951056e+00"
"case","    0.000000","2.901086e+01"
"control","    0.000000","1.993400e+01"
"case","    1.380711","2.349406e+01"
"case","    0.000000","2.468198e+01"
"case","    0.000000","2.816182e+01"
"control","3.351250e+00","6.860099e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.769468e+01"
"control","2.258711e+00","2.226601e+01"
"case","    1.083699","3.853693e+01"
"case","0.000000e+00","4.934483e+01"
"control","    6.591236","2.262582e+01"
"case","    0.000000","8.172864e+00"
"control","   31.620288","4.458970e+00"
"case","    0.000000","2.624189e+01"
"case","    1.106258","2.375111e+01"
"case","    1.080163","2.102075e+01"
"case","9.809206e-01","4.018843e+01"
"case","    0.000000","2.850655e+01"
