# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:22
# SEK
#----------------------------

"status","1806","ENST00000642426.1"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","2.587144e+00","3.018101e+00"
"control","0.000000e+00","2.189478e+00"
"case","0.000000e+00","8.993805e-01"
"control","0.000000e+00","2.446412e+00"
"case","0.000000e+00","0.000000e+00"
"control","0.000000e+00","6.425277e-01"
"case","7.542741e-01","1.993200e+00"
"case","1.300664e+00","3.752971e+00"
"case","    8.529401","1.921754e+00"
"control","    1.347212","2.055221e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.279739e+00"
"case","    2.564721","3.712310e+00"
"control","    1.415779","2.767063e+00"
"case","0.000000e+00","1.443675e+00"
"case","9.250488e-01","1.499858e+00"
"control","    0.00000","1.651038e+00"
"case","    2.098674","2.463958e+00"
"control","    0.000000","3.847190e+00"
"case","    0.000000","9.134055e-01"
"case","1.846062e+00","2.948151e+00"
"control","0.000000e+00","0.000000e+00"
"control","9.489369e-01","2.271245e+00"
"case","    0.000000","2.590905e+00"
"control","    0.000000","0.000000e+00"
"case","    1.679327","2.303759e+00"
"case","0.000000e+00","2.154278e+00"
"case","    0.000000","      3.3696"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","7.231512e-01"
"control","    2.362669","1.611096e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","8.829811e-01"
"control","    0.000000","2.721254e+00"
"control","    1.570287","2.098428e+00"
"control","0.000000e+00","0.000000e+00"
"case","    3.275536","4.266303e+00"
"control","    0.000000","3.796952e+00"
"case","    1.380711","9.397624e-01"
"case","    0.000000","0.000000e+00"
"case","    1.242904","2.283391e+00"
"control","0.000000e+00","1.905583e+00"
"case","0.000000e+00","0.000000e+00"
"case","    1.080314","3.742524e+00"
"control","0.000000e+00","1.757843e+00"
"case","    1.083699","1.639870e+00"
"case","1.667933e+00","3.204210e+00"
"control","    0.000000","0.000000e+00"
"case","    1.055806","1.816192e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","1.874420e+00"
"case","    0.000000","2.714413e+00"
"case","    1.080163","4.504446e+00"
"case","9.809206e-01","2.232691e+00"
"case","    0.723513","2.500575e+00"
