# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","2593","ENST00000374189.5"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","8.605825e-01"
"case","0.000000e+00","4.527152e+00"
"control","9.195734e+00","1.459652e+00"
"case","7.995359e-01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","3.032521e+00","3.212638e+00"
"case","0.000000e+00","1.328800e+00"
"case","1.300664e+00","3.752971e+00"
"case","    0.000000","2.882631e+00"
"control","    0.000000","1.027611e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.519826e+00"
"case","    0.000000","2.784232e+00"
"control","    0.000000","2.767063e+00"
"case","0.000000e+00","0.000000e+00"
"case","9.250488e-01","2.249786e+00"
"control","    0.00000","1.651038e+00"
"case","    0.000000","8.213193e-01"
"control","    1.045096","1.538876e+00"
"case","    0.000000","9.134055e-01"
"case","0.000000e+00","2.948151e+00"
"control","1.049204e+01","0.000000e+00"
"control","0.000000e+00","1.514164e+00"
"case","    0.000000","1.727270e+00"
"control","    1.343691","2.003077e+00"
"case","    0.000000","1.151880e+00"
"case","9.669471e-01","2.154278e+00"
"case","    6.718677","      5.6160"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","2.892605e+00"
"control","    0.000000","4.833289e+00"
"control","    0.000000","9.146623e-01"
"control","    0.000000","0.000000e+00"
"case","    0.000000","2.648943e+00"
"control","    2.040862","2.721254e+00"
"control","    0.000000","0.000000e+00"
"control","0.000000e+00","1.292047e+01"
"case","    0.000000","1.706521e+00"
"control","    0.000000","1.898476e+00"
"case","    0.000000","1.879525e+00"
"case","    0.000000","4.407496e+00"
"case","    0.000000","7.611304e-01"
"control","5.026875e+00","0.000000e+00"
"case","7.697282e-01","0.000000e+00"
"case","    0.000000","7.485047e-01"
"control","2.258711e+00","1.757843e+00"
"case","    0.000000","1.639870e+00"
"case","0.000000e+00","1.922526e+00"
"control","    0.000000","3.351973e+00"
"case","    0.000000","4.540480e+00"
"control","    2.040019","0.000000e+00"
"case","    0.000000","9.372102e-01"
"case","    0.000000","1.357206e+00"
"case","    0.000000","3.002964e+00"
"case","0.000000e+00","3.721151e+00"
"case","    0.000000","2.000460e+00"
