# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","UID-142","ENST00000368667.6"
"case","4.283895e-01","1.310577e+02"
"control","    1.070963","9.896699e+01"
"case","2.069715e+01","1.576958e+02"
"control","2.122093e+00","1.926741e+02"
"case","8.794895e+00","1.546935e+02"
"control","0.000000e+00","2.611545e+02"
"case","4.326106e+01","1.102801e+03"
"control","7.581303e+00","2.068939e+02"
"case","7.542741e-01","1.727440e+02"
"case","9.104646e+00","1.820191e+02"
"case","    8.529401","2.200409e+02"
"control","    0.000000","2.281296e+02"
"case","    0.000000","1.313657e+02"
"control","    0.000000","1.664210e+02"
"case","   10.258884","2.635740e+02"
"control","    9.910450","2.582592e+02"
"case","3.635293e+00","1.891214e+02"
"case","1.665088e+01","2.152296e+02"
"control","    2.19416","1.890438e+02"
"case","    7.345359","2.496811e+02"
"control","    3.135288","1.815873e+02"
"case","    7.922413","1.890749e+02"
"case","5.538186e+00","2.130039e+02"
"control","0.000000e+00","1.323438e+02"
"control","3.795748e+00","1.779142e+02"
"case","    1.317490","2.202269e+02"
"control","    2.687381","2.614015e+02"
"case","    6.717306","2.349834e+02"
"case","1.257031e+01","1.615708e+02"
"case","    0.000000","    248.2272"
"case","1.743626e+00","5.433560e+01"
"case","8.550097e+00","1.388450e+02"
"control","    0.000000","2.795252e+02"
"control","    1.024218","1.911644e+02"
"control","    3.854194","1.296809e+02"
"case","    0.000000","1.642345e+02"
"control","    8.163448","1.977444e+02"
"control","    4.710860","1.895580e+02"
"control","9.905626e-01","2.892196e+02"
"case","    7.642918","1.689456e+02"
"control","    5.246095","2.088323e+02"
"case","    8.284268","2.067477e+02"
"case","    3.707606","1.410399e+02"
"case","    4.971615","2.085497e+02"
"control","8.378125e-01","1.784896e+02"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","2.125753e+02"
"control","1.505807e+00","2.214882e+02"
"case","    1.083699","1.484082e+02"
"case","5.837765e+00","1.454711e+02"
"control","    6.591236","2.338001e+02"
"case","    2.111611","3.042122e+02"
"control","    0.000000","8.472043e+01"
"case","    1.262759","1.940025e+02"
"case","    5.531291","2.191888e+02"
"case","    9.721465","1.989464e+02"
"case","3.923682e+00","2.009422e+02"
"case","    1.447026","1.630375e+02"
