# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","3184","ENST00000496864.6"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","6.024078e+00"
"case","1.121096e+01","1.886313e+01"
"control","2.122093e+00","2.116495e+01"
"case","1.599072e+00","3.597522e+00"
"control","0.000000e+00","1.651328e+01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","1.991836e+01"
"case","7.542741e-01","2.856921e+01"
"case","1.300664e+00","2.627080e+01"
"case","    0.000000","2.978719e+01"
"control","    0.000000","3.493876e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.899783e+01"
"case","    3.847082","3.619502e+01"
"control","    1.415779","3.136004e+01"
"case","1.817646e+00","1.660226e+01"
"case","1.110059e+01","2.774737e+01"
"control","    0.00000","2.228901e+01"
"case","    2.098674","3.203145e+01"
"control","    0.000000","2.539145e+01"
"case","    0.000000","2.100833e+01"
"case","1.846062e+00","2.874447e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.968413e+01"
"case","    0.000000","2.677268e+01"
"control","    2.687381","2.904461e+01"
"case","    6.717306","1.958195e+01"
"case","0.000000e+00","2.010659e+01"
"case","    3.359339","     30.3264"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","1.735563e+01"
"control","    0.000000","3.383303e+01"
"control","    0.000000","4.390379e+01"
"control","    0.000000","5.619506e+01"
"case","    2.349239","2.295751e+01"
"control","    4.081724","1.904878e+01"
"control","    0.000000","9.093188e+00"
"control","6.636769e+01","1.788987e+01"
"case","    2.183691","2.303804e+01"
"control","    2.623048","2.752790e+01"
"case","    1.380711","2.255430e+01"
"case","    0.000000","2.203748e+01"
"case","    0.000000","1.826713e+01"
"control","0.000000e+00","2.223180e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","3.068869e+01"
"control","0.000000e+00","3.222711e+01"
"case","    0.000000","2.131830e+01"
"case","8.339664e-01","1.281684e+01"
"control","    0.000000","3.016776e+01"
"case","    8.446444","5.630195e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","2.155583e+01"
"case","    0.000000","2.375111e+01"
"case","    0.000000","2.327297e+01"
"case","9.809206e-01","2.381537e+01"
"case","    2.170539","1.850425e+01"
