# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","3184","ENST00000548852.5"
"case","1.713558e+01","1.029045e+03"
"control","    3.212888","1.595520e+03"
"case","1.121096e+01","1.128770e+03"
"control","2.122093e+00","5.838608e+02"
"case","1.599072e+00","8.885880e+02"
"control","0.000000e+00","7.412629e+02"
"case","2.856862e+00","1.565266e+02"
"control","0.000000e+00","7.003552e+02"
"case","7.542741e-01","8.258494e+02"
"case","1.300664e+00","5.742045e+02"
"case","    0.000000","6.630052e+02"
"control","    0.000000","6.730850e+02"
"case","   94.368152","3.397388e+02"
"control","    0.000000","9.658496e+02"
"case","    3.847082","6.348050e+02"
"control","    1.415779","5.976855e+02"
"case","1.817646e+00","8.777541e+02"
"case","1.110059e+01","6.546879e+02"
"control","    0.00000","7.933236e+02"
"case","    2.098674","4.188729e+02"
"control","    0.000000","6.209364e+02"
"case","    0.000000","7.197635e+02"
"case","1.846062e+00","6.611228e+02"
"control","0.000000e+00","3.837969e+02"
"control","4.744685e+00","6.162646e+02"
"case","    0.000000","9.240893e+02"
"control","    2.687381","5.518476e+02"
"case","    6.717306","6.185593e+02"
"case","0.000000e+00","7.209650e+02"
"case","    3.359339","    792.9792"
"case","1.394901e+01","1.614087e+03"
"case","9.500108e-01","6.638528e+02"
"control","    0.000000","5.574394e+02"
"control","    0.000000","9.274676e+02"
"control","    0.000000","2.852980e+02"
"case","    2.349239","6.048421e+02"
"control","    4.081724","6.803134e+02"
"control","    0.000000","6.652017e+02"
"control","6.636769e+01","1.142964e+03"
"case","    2.183691","6.919944e+02"
"control","    2.623048","1.150476e+03"
"case","    1.380711","9.435215e+02"
"case","    0.000000","7.836528e+02"
"case","    0.000000","8.136484e+02"
"control","0.000000e+00","7.660444e+02"
"case","1.955110e+02","3.740642e+03"
"case","    0.000000","6.519476e+02"
"control","0.000000e+00","5.197355e+02"
"case","    0.000000","7.854975e+02"
"case","8.339664e-01","6.421236e+02"
"control","    0.000000","7.332442e+02"
"case","    8.446444","5.857219e+02"
"control","    1.020009","2.719972e+02"
"case","    0.000000","7.150914e+02"
"case","    0.000000","9.317221e+02"
"case","    0.000000","7.237143e+02"
"case","9.809206e-01","6.303630e+02"
"case","    2.170539","7.336687e+02"
