# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:24
# SEK
#----------------------------

"status","K-42","ENST00000200676.7"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.581748e+00"
"case","5.174287e+00","1.131788e+01"
"control","4.951549e+00","1.459652e+01"
"case","4.797215e+00","5.396283e+00"
"control","0.000000e+00","1.223206e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","5.140221e+00"
"case","7.542741e-01","2.192520e+01"
"case","6.503319e-01","2.001584e+01"
"case","    0.000000","4.131772e+01"
"control","    1.347212","4.624248e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.811679e+01"
"case","    3.847082","2.505809e+01"
"control","    0.000000","2.767063e+01"
"case","0.000000e+00","2.454247e+01"
"case","0.000000e+00","1.874822e+01"
"control","    1.09708","2.063797e+01"
"case","    0.000000","2.710354e+01"
"control","    9.405865","1.461932e+01"
"case","    0.000000","1.918152e+01"
"case","9.230309e-01","2.137409e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.876911e+01"
"case","    6.587451","3.713630e+01"
"control","    4.031072","9.013845e+00"
"case","    0.000000","4.837894e+01"
"case","9.669471e-01","1.723422e+01"
"case","    0.000000","     42.6816"
"case","3.182118e+02","3.196212e+00"
"case","1.900022e+00","2.964920e+01"
"control","    1.181335","3.705522e+01"
"control","    0.000000","2.012257e+01"
"control","    0.000000","5.187236e+01"
"case","    0.000000","3.973415e+01"
"control","    0.000000","2.721254e+01"
"control","    3.140573","9.093188e+00"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","2.730434e+01"
"control","    0.000000","3.037561e+01"
"case","    1.380711","2.913264e+01"
"case","    0.000000","3.173397e+01"
"case","    0.000000","3.272861e+01"
"control","3.351250e+00","4.827477e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.272458e+01"
"control","2.258711e+00","2.871143e+01"
"case","    1.083699","1.885850e+01"
"case","0.000000e+00","1.858442e+01"
"control","    6.591236","1.424589e+01"
"case","    0.000000","2.451859e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    1.106258","2.307251e+01"
"case","    1.080163","1.801778e+01"
"case","9.809206e-01","1.190768e+01"
"case","    0.000000","2.100483e+01"
