# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","UID-142","ENST00000524310.5"
"case","4.283895e-01","9.707976e+00"
"control","    1.070963","2.581748e+00"
"case","2.069715e+01","4.527152e+00"
"control","2.122093e+00","3.649130e+00"
"case","8.794895e+00","1.798761e+00"
"control","0.000000e+00","1.223206e+00"
"case","4.326106e+01","6.403361e+01"
"control","7.581303e+00","5.782749e+00"
"case","7.542741e-01","2.724041e+01"
"case","9.104646e+00","1.939035e+01"
"case","    8.529401","3.170895e+01"
"control","    0.000000","2.877310e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.735687e+01"
"case","   10.258884","2.413001e+01"
"control","    9.910450","2.305886e+01"
"case","3.635293e+00","2.093328e+01"
"case","1.665088e+01","1.949815e+01"
"control","    2.19416","2.806764e+01"
"case","    7.345359","2.792486e+01"
"control","    3.135288","2.000539e+01"
"case","    7.922413","2.192173e+01"
"case","5.538186e+00","2.358520e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","2.422662e+01"
"case","    1.317490","3.195449e+01"
"control","    2.687381","3.605538e+01"
"case","    6.717306","3.340451e+01"
"case","1.257031e+01","3.015989e+01"
"case","    0.000000","     31.4496"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","1.735563e+01"
"control","    0.000000","3.947186e+01"
"control","    1.024218","1.006129e+01"
"control","    3.854194","8.213124e+01"
"case","    0.000000","2.825540e+01"
"control","    8.163448","2.539837e+01"
"control","    4.710860","1.958533e+01"
"control","9.905626e-01","1.987764e+00"
"case","    7.642918","2.389130e+01"
"control","    5.246095","1.803552e+01"
"case","    8.284268","2.067477e+01"
"case","    3.707606","2.380048e+01"
"case","    4.971615","2.740069e+01"
"control","8.378125e-01","2.096141e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","2.844318e+01"
"control","1.505807e+00","2.050816e+01"
"case","    1.083699","1.557876e+01"
"case","5.837765e+00","1.794357e+01"
"control","    6.591236","1.927385e+01"
"case","    2.111611","4.449671e+01"
"control","    0.000000","0.000000e+00"
"case","    1.262759","2.343025e+01"
"case","    5.531291","2.985854e+01"
"case","    9.721465","1.951927e+01"
"case","3.923682e+00","1.934999e+01"
"case","    1.447026","2.650609e+01"
