# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:20
# SEK
#----------------------------

"status","3184","ENST00000354765.6"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","8.605825e+00"
"case","1.121096e+01","1.056335e+01"
"control","2.122093e+00","2.919304e+00"
"case","1.599072e+00","8.993805e-01"
"control","0.000000e+00","9.174046e+00"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","8.995388e+00"
"case","7.542741e-01","7.308401e+00"
"case","1.300664e+00","4.378466e+00"
"case","    0.000000","7.687017e+00"
"control","    0.000000","6.165664e+00"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.671809e+01"
"case","    3.847082","1.020885e+01"
"control","    1.415779","1.106825e+01"
"case","1.817646e+00","1.371491e+01"
"case","1.110059e+01","1.724836e+01"
"control","    0.00000","1.073174e+01"
"case","    2.098674","1.478375e+01"
"control","    0.000000","1.769707e+01"
"case","    0.000000","1.278768e+01"
"case","1.846062e+00","5.896301e+00"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","2.422662e+01"
"case","    0.000000","1.036362e+01"
"control","    2.687381","1.402154e+01"
"case","    6.717306","8.063157e+00"
"case","0.000000e+00","1.148948e+01"
"case","    3.359339","      3.3696"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","2.024823e+01"
"control","    0.000000","6.444386e+00"
"control","    0.000000","9.146623e-01"
"control","    0.000000","2.449528e+01"
"case","    2.349239","1.677664e+01"
"control","    4.081724","1.451335e+01"
"control","    0.000000","1.678742e+01"
"control","6.636769e+01","3.975528e+00"
"case","    2.183691","1.791847e+01"
"control","    2.623048","1.613704e+01"
"case","    1.380711","7.518100e+00"
"case","    0.000000","1.762998e+01"
"case","    0.000000","1.370035e+01"
"control","0.000000e+00","1.778544e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.422159e+01"
"control","0.000000e+00","1.464869e+01"
"case","    0.000000","1.311896e+01"
"case","8.339664e-01","3.140125e+01"
"control","    0.000000","1.340789e+01"
"case","    8.446444","3.632384e+00"
"control","    1.020009","0.000000e+00"
"case","    0.000000","2.717910e+01"
"case","    0.000000","1.357206e+01"
"case","    0.000000","1.726704e+01"
"case","9.809206e-01","1.488460e+01"
"case","    2.170539","1.400322e+01"
