# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","4017","ENST00000515802.5"
"case","1.370846e+01","1.456196e+02"
"control","   13.922515","2.839922e+01"
"case","8.623812e+00","2.640838e+01"
"control","1.556201e+01","2.189478e+01"
"case","1.918886e+01","2.608204e+01"
"control","0.000000e+00","1.162046e+01"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","2.313100e+01"
"case","1.508548e+00","6.112481e+01"
"case","0.000000e+00","5.504357e+01"
"case","    0.000000","1.979407e+02"
"control","    0.000000","2.044945e+02"
"case","   21.602348","4.122164e+02"
"control","    3.131746","2.652097e+02"
"case","    0.000000","1.698382e+02"
"control","   11.326228","1.780144e+02"
"case","2.726470e+00","2.179949e+02"
"case","9.250488e-01","1.807328e+02"
"control","    0.00000","1.626272e+02"
"case","    0.000000","1.199126e+02"
"control","   13.586250","1.500404e+02"
"case","    0.000000","1.333572e+02"
"case","0.000000e+00","1.194001e+02"
"control","7.116339e+01","1.323438e+01"
"control","5.693622e+00","2.521082e+02"
"case","    0.000000","2.141814e+02"
"control","   10.749525","1.492292e+02"
"case","    1.679327","2.660842e+02"
"case","4.834736e+00","1.687518e+02"
"case","    0.000000","    245.9808"
"case","0.000000e+00","6.072802e+01"
"case","1.900022e+00","2.140528e+02"
"control","    1.181335","2.239424e+02"
"control","    0.000000","3.466570e+02"
"control","    1.927097","3.890427e+02"
"case","    0.000000","2.260432e+02"
"control","    1.020431","1.596469e+02"
"control","    0.000000","1.510868e+02"
"control","1.981125e+00","2.107030e+02"
"case","    1.091845","1.962499e+02"
"control","    0.000000","1.680151e+02"
"case","    0.000000","1.635187e+02"
"case","    0.000000","2.485828e+02"
"case","    8.700326","1.552706e+02"
"control","6.702500e+00","2.629705e+02"
"case","2.771022e+01","4.418081e+01"
"case","    3.240942","1.167667e+02"
"control","7.529037e-01","1.195333e+02"
"case","    0.000000","1.877651e+02"
"case","3.335866e+00","1.358585e+02"
"control","    9.227730","1.449728e+02"
"case","    0.000000","1.235011e+02"
"control","    7.140065","2.131388e+03"
"case","    0.000000","2.980328e+02"
"case","    0.000000","1.187556e+02"
"case","    1.080163","1.516497e+02"
"case","4.904603e+00","1.436364e+02"
"case","    3.617565","1.725397e+02"
