# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:22
# SEK
#----------------------------

"status","3184","ENST00000468133.5"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","1.574866e+02"
"case","1.121096e+01","1.260057e+02"
"control","2.122093e+00","5.181764e+01"
"case","1.599072e+00","7.464858e+01"
"control","0.000000e+00","2.507573e+01"
"case","2.856862e+00","3.557423e+01"
"control","0.000000e+00","4.690452e+01"
"case","7.542741e-01","1.229140e+02"
"case","1.300664e+00","9.382427e+01"
"case","    0.000000","9.032245e+01"
"control","    0.000000","1.561968e+02"
"case","   94.368152","0.000000e+00"
"control","    0.000000","2.287338e+02"
"case","    3.847082","1.030166e+02"
"control","    1.415779","1.401978e+02"
"case","1.817646e+00","1.486985e+02"
"case","1.110059e+01","1.499858e+02"
"control","    0.00000","9.988778e+01"
"case","    2.098674","8.870249e+01"
"control","    0.000000","1.208018e+02"
"case","    0.000000","1.315304e+02"
"case","1.846062e+00","1.061334e+02"
"control","0.000000e+00","1.455781e+02"
"control","4.744685e+00","1.574730e+02"
"case","    0.000000","1.157271e+02"
"control","    2.687381","1.602461e+02"
"case","    6.717306","2.073383e+02"
"case","0.000000e+00","1.816774e+02"
"case","    3.359339","    125.7984"
"case","1.394901e+01","2.237348e+01"
"case","9.500108e-01","1.713868e+02"
"control","    0.000000","1.409709e+02"
"control","    0.000000","1.189061e+02"
"control","    0.000000","1.282400e+02"
"case","    2.349239","1.668834e+02"
"control","    4.081724","1.297131e+02"
"control","    0.000000","9.442926e+01"
"control","6.636769e+01","9.143714e+01"
"case","    2.183691","1.382282e+02"
"control","    2.623048","1.129593e+02"
"case","    1.380711","1.315667e+02"
"case","    0.000000","2.097968e+02"
"case","    0.000000","1.423314e+02"
"control","0.000000e+00","4.636919e+02"
"case","1.955110e+02","7.363468e+01"
"case","    0.000000","1.279943e+02"
"control","0.000000e+00","1.218771e+02"
"case","    0.000000","1.434886e+02"
"case","8.339664e-01","2.012244e+02"
"control","    0.000000","1.441349e+02"
"case","    8.446444","1.253173e+02"
"control","    1.020009","0.000000e+00"
"case","    0.000000","2.333653e+02"
"case","    0.000000","1.085765e+02"
"case","    0.000000","1.193678e+02"
"case","9.809206e-01","1.436364e+02"
"case","    2.170539","1.700391e+02"
