# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","3184","ENST00000489304.5"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","3.614447e+01"
"case","1.121096e+01","4.979867e+01"
"control","2.122093e+00","4.232991e+01"
"case","1.599072e+00","3.417646e+01"
"control","0.000000e+00","3.914260e+01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","5.268727e+01"
"case","7.542741e-01","3.388441e+01"
"case","1.300664e+00","4.753763e+01"
"case","    0.000000","8.359631e+01"
"control","    0.000000","2.774549e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","3.039652e+01"
"case","    3.847082","6.867773e+01"
"control","    1.415779","2.859298e+01"
"case","1.817646e+00","5.052861e+01"
"case","1.110059e+01","2.699744e+01"
"control","    0.00000","2.724212e+01"
"case","    2.098674","1.724771e+01"
"control","    0.000000","1.846651e+01"
"case","    0.000000","2.466195e+01"
"case","1.846062e+00","4.127411e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","2.574078e+01"
"case","    0.000000","4.059084e+01"
"control","    2.687381","3.405230e+01"
"case","    6.717306","4.722706e+01"
"case","0.000000e+00","2.226087e+01"
"case","    3.359339","     38.1888"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","1.952508e+01"
"control","    0.000000","2.658309e+01"
"control","    0.000000","4.939177e+01"
"control","    0.000000","3.746337e+01"
"case","    2.349239","2.030857e+01"
"control","    4.081724","4.444715e+01"
"control","    0.000000","3.777170e+01"
"control","6.636769e+01","5.963292e+00"
"case","    2.183691","4.180977e+01"
"control","    2.623048","8.827912e+01"
"case","    1.380711","3.101216e+01"
"case","    0.000000","1.762998e+01"
"case","    0.000000","5.327913e+01"
"control","0.000000e+00","3.493569e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","5.838337e+01"
"control","0.000000e+00","6.972776e+01"
"case","    0.000000","3.689707e+01"
"case","8.339664e-01","3.140125e+01"
"control","    0.000000","4.357565e+01"
"case","    8.446444","3.450765e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","3.186515e+01"
"case","    0.000000","6.650311e+01"
"case","    0.000000","5.480409e+01"
"case","9.809206e-01","2.902498e+01"
"case","    2.170539","2.750632e+01"
