# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","K-42","ENST00000647880.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.721165e+00"
"case","5.174287e+00","5.281677e+00"
"control","4.951549e+00","1.459652e+00"
"case","4.797215e+00","0.000000e+00"
"control","0.000000e+00","1.223206e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","4.497694e+00"
"case","7.542741e-01","5.979601e+00"
"case","6.503319e-01","5.629456e+00"
"case","    0.000000","6.726140e+00"
"control","    1.347212","9.248496e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.899783e+01"
"case","    3.847082","6.496542e+00"
"control","    0.000000","9.223542e+00"
"case","0.000000e+00","1.660226e+01"
"case","0.000000e+00","8.249217e+00"
"control","    1.09708","8.255188e+00"
"case","    0.000000","9.034513e+00"
"control","    9.405865","1.461932e+01"
"case","    0.000000","9.134055e+00"
"case","9.230309e-01","6.633339e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.287039e+01"
"case","    6.587451","6.909079e+00"
"control","    4.031072","5.007691e+00"
"case","    0.000000","6.911278e+00"
"case","9.669471e-01","1.077139e+01"
"case","    0.000000","      7.8624"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","8.677815e+00"
"control","    1.181335","8.055482e+00"
"control","    0.000000","8.231961e+00"
"control","    0.000000","8.645393e+00"
"case","    0.000000","1.677664e+01"
"control","    0.000000","8.163761e+00"
"control","    3.140573","1.608795e+01"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","1.962499e+01"
"control","    0.000000","2.847714e+00"
"case","    1.380711","6.578337e+00"
"case","    0.000000","1.322249e+01"
"case","    0.000000","1.141696e+01"
"control","3.351250e+00","9.527915e+00"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","8.982057e+00"
"control","2.258711e+00","4.101633e+00"
"case","    1.083699","5.739543e+00"
"case","0.000000e+00","1.794357e+01"
"control","    6.591236","1.256990e+01"
"case","    0.000000","6.356672e+00"
"control","   31.620288","0.000000e+00"
"case","    0.000000","1.499536e+01"
"case","    1.106258","4.750222e+00"
"case","    1.080163","9.008892e+00"
"case","9.809206e-01","1.786152e+01"
"case","    0.000000","9.002069e+00"
