# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","4017","ENST00000379780.6"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","2.581748e+00"
"case","8.623812e+00","1.131788e+01"
"control","1.556201e+01","1.605617e+01"
"case","1.918886e+01","5.396283e+00"
"control","0.000000e+00","1.223206e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","5.140221e+00"
"case","1.508548e+00","2.325400e+01"
"case","0.000000e+00","2.189233e+01"
"case","    0.000000","4.131772e+01"
"control","    0.000000","4.213204e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","2.887670e+01"
"case","    0.000000","2.598617e+01"
"control","   11.326228","2.859298e+01"
"case","2.726470e+00","2.526430e+01"
"case","9.250488e-01","1.949815e+01"
"control","    0.00000","2.311453e+01"
"case","    0.000000","2.874618e+01"
"control","   13.586250","1.538876e+01"
"case","    0.000000","2.009492e+01"
"case","0.000000e+00","2.137409e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","2.952619e+01"
"case","    0.000000","3.713630e+01"
"control","   10.749525","1.402154e+01"
"case","    1.679327","5.183458e+01"
"case","4.834736e+00","1.867041e+01"
"case","    0.000000","     41.5584"
"case","0.000000e+00","3.196212e+00"
"case","1.900022e+00","3.037235e+01"
"control","    1.181335","3.947186e+01"
"control","    0.000000","2.012257e+01"
"control","    1.927097","6.484045e+01"
"case","    0.000000","3.885117e+01"
"control","    1.020431","2.630545e+01"
"control","    0.000000","9.792664e+00"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","2.815760e+01"
"control","    0.000000","3.227409e+01"
"case","    0.000000","3.383145e+01"
"case","    0.000000","3.085247e+01"
"case","    8.700326","3.196748e+01"
"control","6.702500e+00","5.145074e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.497009e+01"
"control","7.529037e-01","2.988332e+01"
"case","    0.000000","1.967843e+01"
"case","3.335866e+00","1.922526e+01"
"control","    9.227730","1.508388e+01"
"case","    0.000000","2.633478e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","2.999073e+01"
"case","    0.000000","2.307251e+01"
"case","    1.080163","1.801778e+01"
"case","4.904603e+00","1.190768e+01"
"case","    3.617565","2.200506e+01"
