# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","4017","ENST00000571370.1"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","1.032699e+01"
"case","8.623812e+00","5.281677e+00"
"control","1.556201e+01","8.757912e+00"
"case","1.918886e+01","8.993805e-01"
"control","0.000000e+00","9.174046e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","9.637915e+00"
"case","1.508548e+00","2.923361e+01"
"case","0.000000e+00","3.190025e+01"
"case","    0.000000","2.306105e+01"
"control","    0.000000","2.774549e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","2.051765e+01"
"case","    0.000000","1.763347e+01"
"control","   11.326228","2.213650e+01"
"case","2.726470e+00","1.154940e+01"
"case","9.250488e-01","6.749359e+00"
"control","    0.00000","4.292698e+01"
"case","    0.000000","1.560507e+01"
"control","   13.586250","7.694379e+00"
"case","    0.000000","1.187427e+01"
"case","0.000000e+00","1.400372e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.589872e+01"
"case","    0.000000","1.640906e+01"
"control","   10.749525","8.012306e+00"
"case","    1.679327","3.455639e+01"
"case","4.834736e+00","2.082469e+01"
"case","    0.000000","     15.7248"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","5.062059e+00"
"control","    1.181335","1.772206e+01"
"control","    0.000000","1.097595e+01"
"control","    1.927097","0.000000e+00"
"case","    0.000000","1.412770e+01"
"control","    1.020431","2.449128e+01"
"control","    0.000000","2.238323e+01"
"control","1.981125e+00","1.987764e+00"
"case","    1.091845","7.679346e+00"
"control","    0.000000","1.328933e+01"
"case","    0.000000","1.785549e+01"
"case","    0.000000","1.234099e+01"
"case","    8.700326","1.902826e+01"
"control","6.702500e+00","7.622332e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","8.233552e+00"
"control","7.529037e-01","1.523464e+01"
"case","    0.000000","9.019283e+00"
"case","3.335866e+00","5.126735e+00"
"control","    9.227730","7.541940e+00"
"case","    0.000000","1.634573e+01"
"control","    7.140065","6.688455e+01"
"case","    0.000000","1.780699e+01"
"case","    0.000000","1.628648e+01"
"case","    1.080163","6.005928e+00"
"case","4.904603e+00","3.721151e+00"
"case","    3.617565","8.501954e+00"
