# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:27
# SEK
#----------------------------

"status","K-42","ENST00000486198.1"
"case","1.195207e+02","3.397791e+01"
"control","    7.496739","1.247845e+02"
"case","5.174287e+00","1.327964e+02"
"control","4.951549e+00","1.196915e+02"
"case","4.797215e+00","1.456996e+02"
"control","0.000000e+00","1.308831e+02"
"case","8.162464e-01","1.707563e+02"
"control","6.823173e+00","1.066596e+02"
"case","7.542741e-01","8.371442e+01"
"case","6.503319e-01","9.069679e+01"
"case","    0.000000","6.341789e+01"
"control","    1.347212","1.222857e+02"
"case","    0.000000","2.264925e+01"
"control","    0.000000","1.709805e+02"
"case","    3.847082","1.030166e+02"
"control","    0.000000","1.088378e+02"
"case","0.000000e+00","1.154940e+02"
"case","0.000000e+00","1.394868e+02"
"control","    1.09708","9.658570e+01"
"case","    0.000000","8.459589e+01"
"control","    9.405865","1.331128e+02"
"case","    0.000000","1.160025e+02"
"case","9.230309e-01","1.120297e+02"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.816996e+02"
"case","    6.587451","6.649988e+01"
"control","    4.031072","1.442215e+02"
"case","    0.000000","1.220992e+02"
"case","9.669471e-01","1.364376e+02"
"case","    0.000000","     87.6096"
"case","3.182118e+02","2.269310e+02"
"case","1.900022e+00","1.583701e+02"
"control","    1.181335","9.827688e+01"
"control","    0.000000","1.682979e+02"
"control","    0.000000","8.069034e+01"
"case","    0.000000","1.306812e+02"
"control","    0.000000","1.315273e+02"
"control","    3.140573","1.112167e+02"
"control","9.905626e-01","1.182720e+02"
"case","    0.000000","1.049511e+02"
"control","    0.000000","7.214208e+01"
"case","    1.380711","8.081957e+01"
"case","    0.000000","1.313434e+02"
"case","    0.000000","1.240643e+02"
"control","3.351250e+00","1.346612e+02"
"case","7.697282e-01","1.472694e+01"
"case","    9.722825","8.009001e+01"
"control","2.258711e+00","8.847808e+01"
"case","    1.083699","1.229902e+02"
"case","0.000000e+00","1.403444e+02"
"control","    6.591236","9.217927e+01"
"case","    0.000000","1.026149e+02"
"control","   31.620288","0.000000e+00"
"case","    0.000000","1.443304e+02"
"case","    1.106258","7.803936e+01"
"case","    1.080163","1.591571e+02"
"case","9.809206e-01","1.428922e+02"
"case","    0.000000","1.300299e+02"
