# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","UID-142","ENST00000504290.5"
"case","4.283895e-01","1.650356e+02"
"control","    1.070963","6.540427e+01"
"case","2.069715e+01","6.262560e+01"
"control","2.122093e+00","8.757912e+01"
"case","8.794895e+00","7.734673e+01"
"control","0.000000e+00","1.345527e+02"
"case","4.326106e+01","1.067227e+03"
"control","7.581303e+00","1.143699e+02"
"case","7.542741e-01","3.601049e+02"
"case","9.104646e+00","3.440223e+02"
"case","    8.529401","4.400817e+02"
"control","    0.000000","4.192651e+02"
"case","    0.000000","1.811940e+01"
"control","    0.000000","3.146040e+02"
"case","   10.258884","5.475657e+02"
"control","    9.910450","3.394264e+02"
"case","3.635293e+00","3.342107e+02"
"case","1.665088e+01","2.272284e+02"
"control","    2.19416","2.567364e+02"
"case","    7.345359","2.849978e+02"
"control","    3.135288","2.246759e+02"
"case","    7.922413","2.676278e+02"
"case","5.538186e+00","2.874447e+02"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","3.210027e+02"
"case","    1.317490","3.385449e+02"
"control","    2.687381","3.765784e+02"
"case","    6.717306","4.308030e+02"
"case","1.257031e+01","2.319439e+02"
"case","    0.000000","    302.1408"
"case","1.743626e+00","5.753181e+01"
"case","8.550097e+00","2.205611e+02"
"control","    0.000000","4.406349e+02"
"control","    1.024218","1.692125e+02"
"control","    3.854194","3.717519e+02"
"case","    0.000000","2.136814e+02"
"control","    8.163448","3.437851e+02"
"control","    4.710860","2.867852e+02"
"control","9.905626e-01","2.405194e+02"
"case","    7.642918","2.884021e+02"
"control","    5.246095","2.610404e+02"
"case","    8.284268","2.791094e+02"
"case","    3.707606","3.129322e+02"
"case","    4.971615","3.288083e+02"
"control","8.378125e-01","3.036229e+02"
"case","7.697282e-01","8.836162e+01"
"case","   18.365336","2.859288e+02"
"control","1.505807e+00","3.023489e+02"
"case","    1.083699","2.123631e+02"
"case","5.837765e+00","1.973793e+02"
"control","    6.591236","2.865937e+02"
"case","    2.111611","3.723194e+02"
"control","    0.000000","0.000000e+00"
"case","    1.262759","2.717910e+02"
"case","    5.531291","2.755129e+02"
"case","    9.721465","3.048008e+02"
"case","3.923682e+00","2.976921e+02"
"case","    1.447026","2.515578e+02"
