# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","UID-142","ENST00000498206.5"
"case","4.283895e-01","2.524074e+02"
"control","    1.070963","0.000000e+00"
"case","2.069715e+01","1.509051e+00"
"control","2.122093e+00","3.649130e+00"
"case","8.794895e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","4.326106e+01","5.691877e+02"
"control","7.581303e+00","0.000000e+00"
"case","7.542741e-01","7.972802e+00"
"case","9.104646e+00","8.756932e+00"
"case","    8.529401","1.153053e+01"
"control","    0.000000","0.000000e+00"
"case","    0.000000","4.529850e+00"
"control","    0.000000","2.279739e+00"
"case","   10.258884","6.496542e+00"
"control","    9.910450","9.223542e-01"
"case","3.635293e+00","5.774698e+00"
"case","1.665088e+01","5.999431e+00"
"control","    2.19416","5.778632e+00"
"case","    7.345359","1.642639e+00"
"control","    3.135288","0.000000e+00"
"case","    7.922413","4.567027e+00"
"case","5.538186e+00","2.948151e+00"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","6.056654e+00"
"case","    1.317490","1.727270e+00"
"control","    2.687381","4.006153e+00"
"case","    6.717306","1.151880e+00"
"case","1.257031e+01","6.462833e+00"
"case","    0.000000","      0.0000"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","7.231512e-01"
"control","    0.000000","8.055482e-01"
"control","    1.024218","0.000000e+00"
"control","    3.854194","1.440899e+00"
"case","    0.000000","2.648943e+00"
"control","    8.163448","2.721254e+00"
"control","    4.710860","6.994760e-01"
"control","9.905626e-01","0.000000e+00"
"case","    7.642918","5.119564e+00"
"control","    5.246095","0.000000e+00"
"case","    8.284268","9.397624e-01"
"case","    3.707606","5.288995e+00"
"case","    4.971615","3.044522e+00"
"control","8.378125e-01","2.159661e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","2.994019e+00"
"control","1.505807e+00","1.171895e+00"
"case","    1.083699","2.459804e+00"
"case","5.837765e+00","4.485893e+00"
"control","    6.591236","8.379933e-01"
"case","    2.111611","9.080960e-01"
"control","    0.000000","1.783588e+01"
"case","    1.262759","3.748841e+00"
"case","    5.531291","2.035810e+00"
"case","    9.721465","4.504446e+00"
"case","3.923682e+00","6.698072e+00"
"case","    1.447026","5.001150e+00"
