# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","2593","ENST00000311027.9"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","9.195734e+00","0.000000e+00"
"case","7.995359e-01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","3.032521e+00","0.000000e+00"
"case","0.000000e+00","3.322001e+00"
"case","1.300664e+00","1.250990e+00"
"case","    0.000000","9.608772e-01"
"control","    0.000000","2.055221e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","1.856155e+00"
"control","    0.000000","6.456479e+00"
"case","0.000000e+00","7.218373e-01"
"case","9.250488e-01","7.499288e-01"
"control","    0.00000","1.651038e+00"
"case","    0.000000","1.642639e+00"
"control","    1.045096","1.538876e+00"
"case","    0.000000","1.826811e+00"
"case","0.000000e+00","2.211113e+00"
"control","1.049204e+01","0.000000e+00"
"control","0.000000e+00","2.271245e+00"
"case","    0.000000","0.000000e+00"
"control","    1.343691","1.001538e+00"
"case","    0.000000","2.303759e+00"
"case","9.669471e-01","2.872370e+00"
"case","    6.718677","      7.8624"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","1.446302e+00"
"control","    0.000000","1.611096e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","4.414906e+00"
"control","    2.040862","1.814169e+00"
"control","    0.000000","2.098428e+00"
"control","0.000000e+00","0.000000e+00"
"case","    0.000000","8.532606e-01"
"control","    0.000000","9.492379e-01"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","7.611304e-01"
"control","5.026875e+00","2.540777e+00"
"case","7.697282e-01","0.000000e+00"
"case","    0.000000","2.245514e+00"
"control","2.258711e+00","5.859475e-01"
"case","    0.000000","1.639870e+00"
"case","0.000000e+00","3.204210e+00"
"control","    0.000000","1.675987e+00"
"case","    0.000000","3.632384e+00"
"control","    2.040019","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","6.786032e-01"
"case","    0.000000","7.507410e-01"
"case","0.000000e+00","0.000000e+00"
"case","    0.000000","3.500805e+00"
