# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:22
# SEK
#----------------------------

"status","4017","ENST00000229471.8"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","3.442330e+00"
"case","8.623812e+00","7.545253e-01"
"control","1.556201e+01","0.000000e+00"
"case","1.918886e+01","0.000000e+00"
"control","0.000000e+00","3.058015e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","3.855166e+00"
"case","1.508548e+00","8.637202e+00"
"case","0.000000e+00","1.438639e+01"
"case","    0.000000","7.687017e+00"
"control","    0.000000","3.082832e+00"
"case","   21.602348","0.000000e+00"
"control","    3.131746","9.118957e+00"
"case","    0.000000","1.763347e+01"
"control","   11.326228","7.378834e+00"
"case","2.726470e+00","1.299307e+01"
"case","9.250488e-01","5.249502e+00"
"control","    0.00000","1.238278e+01"
"case","    0.000000","1.149847e+01"
"control","   13.586250","5.386065e+00"
"case","    0.000000","1.187427e+01"
"case","0.000000e+00","1.179260e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","5.299572e+00"
"case","    0.000000","8.636348e+00"
"control","   10.749525","9.013845e+00"
"case","    1.679327","1.497443e+01"
"case","4.834736e+00","9.335204e+00"
"case","    0.000000","      8.9856"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","7.231512e+00"
"control","    1.181335","1.369432e+01"
"control","    0.000000","0.000000e+00"
"control","    1.927097","4.322697e+00"
"case","    0.000000","3.531924e+00"
"control","    1.020431","1.088502e+01"
"control","    0.000000","2.797904e+00"
"control","1.981125e+00","9.938819e-01"
"case","    1.091845","4.266303e+00"
"control","    0.000000","8.543141e+00"
"case","    0.000000","6.578337e+00"
"case","    0.000000","4.407496e+00"
"case","    8.700326","3.044522e+00"
"control","6.702500e+00","6.351943e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","6.736543e+00"
"control","7.529037e-01","5.859475e+00"
"case","    0.000000","5.739543e+00"
"case","3.335866e+00","5.126735e+00"
"control","    9.227730","7.541940e+00"
"case","    0.000000","4.540480e+00"
"control","    7.140065","0.000000e+00"
"case","    0.000000","3.748841e+00"
"case","    0.000000","1.153625e+01"
"case","    1.080163","7.507410e+00"
"case","4.904603e+00","2.976921e+00"
"case","    3.617565","5.001150e+00"
