# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","3184","ENST00000426557.5"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","8.605825e+00"
"case","1.121096e+01","6.790727e+00"
"control","2.122093e+00","9.487738e+00"
"case","1.599072e+00","1.259133e+01"
"control","0.000000e+00","2.140611e+01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","1.734825e+01"
"case","7.542741e-01","2.192520e+01"
"case","1.300664e+00","2.752179e+01"
"case","    0.000000","1.153053e+01"
"control","    0.000000","1.233133e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","2.355731e+01"
"case","    3.847082","1.020885e+01"
"control","    1.415779","4.611771e+00"
"case","1.817646e+00","1.227123e+01"
"case","1.110059e+01","1.199886e+01"
"control","    0.00000","3.219523e+01"
"case","    2.098674","1.806903e+01"
"control","    0.000000","2.231370e+01"
"case","    0.000000","1.918152e+01"
"case","1.846062e+00","1.842594e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.135623e+01"
"case","    0.000000","1.295452e+01"
"control","    2.687381","2.203384e+01"
"case","    6.717306","1.497443e+01"
"case","0.000000e+00","1.292567e+01"
"case","    3.359339","     15.7248"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","1.157042e+01"
"control","    0.000000","1.530542e+01"
"control","    0.000000","2.103723e+01"
"control","    0.000000","1.440899e+00"
"case","    2.349239","1.589366e+01"
"control","    4.081724","2.358420e+01"
"control","    0.000000","1.608795e+01"
"control","6.636769e+01","2.087152e+01"
"case","    2.183691","1.194565e+01"
"control","    2.623048","1.328933e+01"
"case","    1.380711","1.691572e+01"
"case","    0.000000","1.410399e+01"
"case","    0.000000","1.293922e+01"
"control","0.000000e+00","1.016311e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.571860e+01"
"control","0.000000e+00","1.289085e+01"
"case","    0.000000","6.559478e+00"
"case","8.339664e-01","1.602105e+01"
"control","    0.000000","1.508388e+01"
"case","    8.446444","1.634573e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","6.560471e+00"
"case","    0.000000","1.628648e+01"
"case","    0.000000","1.051037e+01"
"case","9.809206e-01","1.562883e+01"
"case","    2.170539","1.250287e+01"
