# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","K-42","ENST00000242057.8"
"case","1.195207e+02","5.485006e+02"
"control","    7.496739","8.003417e+02"
"case","5.174287e+00","1.036718e+03"
"control","4.951549e+00","8.925772e+02"
"case","4.797215e+00","9.542427e+02"
"control","0.000000e+00","9.583820e+02"
"case","8.162464e-01","2.134454e+01"
"control","6.823173e+00","8.815480e+02"
"case","7.542741e-01","9.035842e+02"
"case","6.503319e-01","7.437137e+02"
"case","    0.000000","5.784480e+02"
"control","    1.347212","4.778390e+02"
"case","    0.000000","1.322716e+03"
"control","    0.000000","9.346931e+02"
"case","    3.847082","9.039474e+02"
"control","    0.000000","7.111351e+02"
"case","0.000000e+00","7.478234e+02"
"case","0.000000e+00","7.094327e+02"
"control","    1.09708","7.140738e+02"
"case","    0.000000","6.168108e+02"
"control","    9.405865","1.080291e+03"
"case","    0.000000","9.417211e+02"
"case","9.230309e-01","7.503043e+02"
"control","2.645818e+01","1.720469e+02"
"control","1.897874e+00","7.305839e+02"
"case","    6.587451","6.675897e+02"
"control","    4.031072","6.780414e+02"
"case","    0.000000","4.342586e+02"
"case","9.669471e-01","6.513100e+02"
"case","    0.000000","    396.4896"
"case","3.182118e+02","1.860195e+03"
"case","1.900022e+00","5.763515e+02"
"control","    1.181335","3.769966e+02"
"control","    0.000000","6.100798e+02"
"control","    0.000000","8.357213e+02"
"case","    0.000000","6.569379e+02"
"control","    0.000000","8.281682e+02"
"control","    3.140573","1.072297e+03"
"control","9.905626e-01","1.032643e+03"
"case","    0.000000","5.819238e+02"
"control","    0.000000","9.349993e+02"
"case","    1.380711","6.193034e+02"
"case","    0.000000","6.003010e+02"
"case","    0.000000","5.815036e+02"
"control","3.351250e+00","6.764820e+02"
"case","7.697282e-01","1.104520e+03"
"case","    9.722825","6.878759e+02"
"control","2.258711e+00","7.060668e+02"
"case","    1.083699","6.887452e+02"
"case","0.000000e+00","5.171594e+02"
"control","    6.591236","5.555896e+02"
"case","    0.000000","5.330524e+02"
"control","   31.620288","1.449165e+03"
"case","    0.000000","4.442376e+02"
"case","    1.106258","8.896488e+02"
"case","    1.080163","6.786698e+02"
"case","9.809206e-01","8.394917e+02"
"case","    0.000000","7.006611e+02"
