# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","4017","ENST00000546424.5"
"case","1.370846e+01","4.853988e+00"
"control","   13.922515","6.024078e+00"
"case","8.623812e+00","1.207240e+01"
"control","1.556201e+01","2.189478e+01"
"case","1.918886e+01","1.798761e+00"
"control","0.000000e+00","4.892825e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","1.092297e+01"
"case","1.508548e+00","1.461680e+01"
"case","0.000000e+00","2.251782e+01"
"case","    0.000000","3.170895e+01"
"control","    0.000000","2.671788e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","1.975774e+01"
"case","    0.000000","1.577732e+01"
"control","   11.326228","2.121415e+01"
"case","2.726470e+00","2.887349e+01"
"case","9.250488e-01","2.699744e+01"
"control","    0.00000","1.403382e+01"
"case","    0.000000","1.971166e+01"
"control","   13.586250","2.077482e+01"
"case","    0.000000","3.288260e+01"
"case","0.000000e+00","2.358520e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","2.195537e+01"
"case","    0.000000","3.022722e+01"
"control","   10.749525","1.502307e+01"
"case","    1.679327","4.492330e+01"
"case","4.834736e+00","2.226087e+01"
"case","    0.000000","     43.8048"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","2.097139e+01"
"control","    1.181335","1.933316e+01"
"control","    0.000000","7.317299e+00"
"control","    1.927097","1.455308e+02"
"case","    0.000000","5.386185e+01"
"control","    1.020431","2.539837e+01"
"control","    0.000000","2.168376e+01"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","2.645108e+01"
"control","    0.000000","3.322333e+01"
"case","    0.000000","3.759050e+01"
"case","    0.000000","4.319346e+01"
"case","    8.700326","3.805652e+01"
"control","6.702500e+00","2.604297e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","2.470066e+01"
"control","7.529037e-01","3.222711e+01"
"case","    0.000000","2.213824e+01"
"case","3.335866e+00","1.858442e+01"
"control","    9.227730","2.346381e+01"
"case","    0.000000","3.995623e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","2.905352e+01"
"case","    0.000000","2.375111e+01"
"case","    1.080163","3.528483e+01"
"case","4.904603e+00","2.828075e+01"
"case","    3.617565","1.450333e+01"
