# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:26
# SEK
#----------------------------

"status","3184","ENST00000372276.7"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","0.000000e+00"
"case","1.121096e+01","2.263576e+00"
"control","2.122093e+00","0.000000e+00"
"case","1.599072e+00","5.396283e+00"
"control","0.000000e+00","1.834809e+00"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","1.285055e+00"
"case","7.542741e-01","1.993200e+00"
"case","1.300664e+00","1.876485e+00"
"case","    0.000000","6.726140e+00"
"control","    0.000000","3.082832e+00"
"case","   94.368152","0.000000e+00"
"control","    0.000000","2.279739e+00"
"case","    3.847082","5.568465e+00"
"control","    1.415779","7.378834e+00"
"case","1.817646e+00","5.052861e+00"
"case","1.110059e+01","7.499288e-01"
"control","    0.00000","1.651038e+00"
"case","    2.098674","4.927916e+00"
"control","    0.000000","7.694379e-01"
"case","    0.000000","1.826811e+00"
"case","1.846062e+00","1.474075e+00"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","0.000000e+00"
"case","    0.000000","2.590905e+00"
"control","    2.687381","8.012306e+00"
"case","    6.717306","8.063157e+00"
"case","0.000000e+00","7.180926e-01"
"case","    3.359339","      5.6160"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","2.892605e+00"
"control","    0.000000","4.833289e+00"
"control","    0.000000","9.146623e-01"
"control","    0.000000","0.000000e+00"
"case","    2.349239","2.648943e+00"
"control","    4.081724","1.814169e+00"
"control","    0.000000","2.098428e+00"
"control","6.636769e+01","0.000000e+00"
"case","    2.183691","2.559782e+00"
"control","    2.623048","9.492379e+00"
"case","    1.380711","4.698812e+00"
"case","    0.000000","1.762998e+00"
"case","    0.000000","4.566782e+00"
"control","0.000000e+00","4.446360e+00"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","6.736543e+00"
"control","0.000000e+00","4.101633e+00"
"case","    0.000000","4.919609e+00"
"case","8.339664e-01","2.563368e+00"
"control","    0.000000","3.351973e+00"
"case","    8.446444","9.080960e-01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","1.874420e+00"
"case","    0.000000","1.357206e+00"
"case","    0.000000","4.504446e+00"
"case","9.809206e-01","2.232691e+00"
"case","    2.170539","1.000230e+00"
